Ano,Semestre,Nome Mantenedora,Código e-MEC da Mantenedora,CNPJ da mantenedora,Nome da IES,Código e-MEC da IES,Organização Acadêmica da IES,UF da IES,Município da IES,Nome do Local de oferta,Código do Local de Oferta,Município do Local de Oferta,UF do Local de Oferta,Nome da Microrregião,Código da Microrregião,Código da Mesorregião,Nome da Mesorregião,Área do conhecimento,Subárea do conhecimento,Código do Grupo de Preferência, Nota de Corte Grupo Preferência ,Código do Curso,Nome do Curso,Turno,Grau,Conceito,Vagas autorizadas e-mec,Vagas ofertadas FIES,Vagas além da Oferta,Vagas ocupadas,Participa do P-FIES,Vagas Ofertadas P-FIES,BANCO NORDESTE BRASIL   (004),ITAU UNIBANCO (PRAVALER)(341),BV FINANCEIRA (PRAVALER)(455),BANCO ANDBANK (PRAVALER)(65),BANCO DA AMAZONIA S.A.  (003), Valor bruto do curso , 1 Semestre Bruto , 2 Semestre Bruto , 3 Semestre Bruto , 4 Semestre Bruto , 5 Semestre Bruto , 6 Semestre Bruto , 7 Semestre Bruto , 8 Semestre Bruto , 9 Semestre Bruto , 10 Semestre Bruto , 11 Semestre Bruto , 12 Semestre Bruto , Valor do curso para FIES , Índice de correção - IPCA , 1 Semestre FIES , 2 Semestre FIES , 3 Semestre FIES , 4 Semestre FIES , 5 Semestre FIES , 6 Semestre FIES , 7 Semestre FIES , 8 Semestre FIES , 9 Semestre FIES , 10 Semestre FIES , 11 Semestre FIES , 12 Semestre FIES 
2019,1,INSTITUTO MANTENEDOR DE ENSINO SUPERIOR DA BAHIA LTDA - ME,1564,4670333000189,FACULDADE DE TECNOLOGIA E CIÊNCIAS DE VITÓRIA DA CONQUISTA,1364,Faculdade ,BA,Vitória da Conquista,CAMPUS  - VITÓRIA DA CONQUISTA - EXPOSIÇÃO,699310,Vitória da Conquista,BA,Vitória da Conquista,29028,2906,Centro Sul Baiano,CURSOS DA AREA DE SAUDE,"ENFERMAGEM, FISIOTERAPIA, FARMÁCIA, NUTRIÇÃO E CURSOS RELACIONADOS",44356," 559,82 ",58816,ENFERMAGEM,NOTURNO,Bacharelado,4,75,20,20,10,SIM,20,N,N,N,N,N," 68.479,40 "," 6.847,94 "," 6.847,94 "," 6.847,94 "," 6.847,94 "," 6.847,94 "," 6.847,94 "," 6.847,94 "," 6.847,94 "," 6.847,94 "," 6.847,94 ", -   , -   ," 68.479,40 ", 120% ," 6.847,94 "," 6.847,94 "," 6.847,94 "," 6.847,94 "," 6.847,94 "," 6.847,94 "," 6.847,94 "," 6.847,94 "," 6.847,94 "," 6.847,94 ", -   , -   
2019,1,FUNDACAO UNIVERSIDADE DO SUL DE SANTA CATARINA-UNISUL,340,86445293000136,UNIVERSIDADE DO SUL DE SANTA CATARINA,494,Universidade,SC,Tubarão,UNIDADE UNIVERSITÁRIA DE TUBARÃO - SC,1044591,Tubarão,SC,Tubarão,42018,4206,Sul Catarinense,DIVERSAS ÁREAS,"AGRONOMIA, ZOOTECNIA, ENGENHARIA FLORESTAL E CURSOS RELACIONADOS",46772," 519,34 ",21042,AGRONOMIA,NOTURNO,Bacharelado,4,120,2,2,0,NAO,0,N,N,N,N,N," 96.273,36 "," 9.279,36 "," 9.279,36 "," 8.506,08 "," 9.279,36 "," 10.052,64 "," 9.279,36 "," 9.279,36 "," 9.279,36 "," 8.119,44 "," 13.919,04 ", -   , -   ," 94.347,88 ", 4% ," 9.093,77 "," 9.093,77 "," 8.335,96 "," 9.093,77 "," 9.851,59 "," 9.093,77 "," 9.093,77 "," 9.093,77 "," 7.957,05 "," 13.640,66 ", -   , -   
2019,1,SOCIEDADE EDUCACIONAL DE SANTA CATARINA,902,84684182000157,FACULDADE UNA DE CONTAGEM,4766,Faculdade ,MG,Contagem,Campus Sede,1076231,Contagem,MG,Belo Horizonte,31030,3107,Metropolitana de Belo Horizonte,CURSOS DA AREA DE SAUDE,"ENFERMAGEM, FISIOTERAPIA, FARMÁCIA, NUTRIÇÃO E CURSOS RELACIONADOS",44637," 540,66 ",1304095,ENFERMAGEM,NOTURNO,Bacharelado,4,150,60,0,14,SIM,45,N,S,S,S,N," 95.880,00 "," 9.588,00 "," 9.588,00 "," 9.588,00 "," 9.588,00 "," 9.588,00 "," 9.588,00 "," 9.588,00 "," 9.588,00 "," 9.588,00 "," 9.588,00 ", -   , -   ," 81.129,00 ", 150% ," 8.112,90 "," 8.112,90 "," 8.112,90 "," 8.112,90 "," 8.112,90 "," 8.112,90 "," 8.112,90 "," 8.112,90 "," 8.112,90 "," 8.112,90 ", -   , -   
2019,1,ASSOCIACAO PRUDENTINA DE EDUCACAO E CULTURA APEC,194,44860740000173,UNIVERSIDADE DO OESTE PAULISTA,271,Universidade,SP,Presidente Prudente,CAMPUS II,2522,Presidente Prudente,SP,Presidente Prudente,35036,3508,Presidente Prudente,DIVERSAS ÁREAS,"COMUNICAÇÃO SOCIAL, JORNALISMO, PUBLICIDADE, MARKETING E CURSOS RELACIONADOS",45759," 590,26 ",29392,COMUNICAÇÃO SOCIAL - JORNALISMO,NOTURNO,Bacharelado,4,75,27,10,3,NAO,0,N,N,N,N,N," 51.984,00 "," 6.498,00 "," 6.498,00 "," 6.498,00 "," 6.498,00 "," 6.498,00 "," 6.498,00 "," 6.498,00 "," 6.498,00 ", -   , -   , -   , -   ," 49.280,00 ", 100% ," 6.160,00 "," 6.160,00 "," 6.160,00 "," 6.160,00 "," 6.160,00 "," 6.160,00 "," 6.160,00 "," 6.160,00 ", -   , -   , -   , -   
2019,1,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,16452,4310392000146,FACULDADE ANHANGUERA DE TABOÃO DA SERRA,1499,Faculdade ,SP,Taboão da Serra,CAMPUS  - TABOÃO DA SERRA - CENTRO,658531,Taboão da Serra,SP,Itapecerica da Serra,35060,3515,Metropolitana de São Paulo,CURSOS DA AREA DE SAUDE,"ENFERMAGEM, FISIOTERAPIA, FARMÁCIA, NUTRIÇÃO E CURSOS RELACIONADOS",46050," 551,56 ",1404505,NUTRIÇÃO,MATUTINO,Bacharelado,Autorizado,60,15,45,0,NAO,0,N,N,N,N,N," 54.983,00 "," 6.497,00 "," 3.744,00 "," 7.457,00 "," 7.457,00 "," 7.457,00 "," 7.457,00 "," 7.457,00 "," 7.457,00 ", -   , -   , -   , -   ," 45.336,00 ", 125% ," 4.873,00 "," 2.808,00 "," 5.592,00 "," 5.592,00 "," 5.592,00 "," 5.965,00 "," 7.457,00 "," 7.457,00 ", -   , -   , -   , -   
2019,1,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,16452,4310392000146,FACULDADE UNIÃO BANDEIRANTE,2324,Faculdade ,SC,São José,UNIDADE SEDE,659091,São José,SC,Florianópolis,42016,4205,Grande Florianópolis,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA MECÂNICA, AERONÁUTICA, NAVAL E CURSOS RELACIONADOS",46698," 461,80 ",1205636,ENGENHARIA MECÂNICA,NOTURNO,Bacharelado,3,90,27,63,0,NAO,0,N,N,N,N,N," 72.279,00 "," 7.980,00 "," 7.184,00 "," 10.572,00 "," 6.649,00 "," 6.649,00 "," 6.649,00 "," 6.649,00 "," 6.649,00 "," 6.649,00 "," 6.649,00 ", -   , -   ," 61.192,00 ", 125% ," 5.985,00 "," 5.388,00 "," 7.929,00 "," 4.987,00 "," 4.987,00 "," 5.320,00 "," 6.649,00 "," 6.649,00 "," 6.649,00 "," 6.649,00 ", -   , -   
2019,1,FUNORTE FACULDADES UNIDAS DO NORTE MINAS LTDA,1051,25205162000197,INSTITUTO DE CIÊNCIAS DA SAÚDE,1600,Faculdade ,MG,Montes Claros,UNIDADE AMAZONAS,1043210,Montes Claros,MG,Montes Claros,31007,3102,Norte de Minas,CURSOS DA AREA DE SAUDE,"SERVIÇO SOCIAL, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL E CURSOS RELACIONADOS",44478," 453,84 ",67584,FONOAUDIOLOGIA,INTEGRAL,Bacharelado,4,80,32,47,7,SIM,1,S,N,N,N,N," 105.600,00 "," 13.200,00 "," 13.200,00 "," 13.200,00 "," 13.200,00 "," 13.200,00 "," 13.200,00 "," 13.200,00 "," 13.200,00 ", -   , -   , -   , -   ," 105.600,00 ", 200% ," 13.200,00 "," 13.200,00 "," 13.200,00 "," 13.200,00 "," 13.200,00 "," 13.200,00 "," 13.200,00 "," 13.200,00 ", -   , -   , -   , -   
2019,1,UNICA EDUCACIONAL LTDA,14675,10739240000166,Faculdade ICESP de Brasília,3610,Faculdade ,DF,Brasília,UNIDADE RECANTO DAS EMAS,1065606,Brasília,DF,Brasília,53001,5301,Distrito Federal,DIVERSAS ÁREAS,"ADMINISTRAÇÃO, ADMINISTRAÇÃO PÚBLICA, GESTÃO, LOGÍSTICA, NEGÓCIOS E CURSOS RELACIONADOS",47477," 562,22 ",114979,GESTÃO FINANCEIRA,NOTURNO,Tecnológico,3,100,30,70,0,NAO,0,N,N,N,N,N," 27.669,36 "," 6.917,34 "," 6.917,34 "," 6.917,34 "," 6.917,34 ", -   , -   , -   , -   , -   , -   , -   , -   ," 27.669,36 ", 200% ," 6.917,34 "," 6.917,34 "," 6.917,34 "," 6.917,34 ", -   , -   , -   , -   , -   , -   , -   , -   
2019,1,BCEC - BRASIL CENTRAL DE EDUCACAO E CULTURA SS,1014,26444216000130,CENTRO UNIVERSITARIO PROJEÇÃO,1538,Centro Universitário,DF,Brasília,UNIPROJEÇÃO - CAMPUS III,1096619,Brasília,DF,Brasília,53001,5301,Distrito Federal,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA CIVIL E AMBIENTAL, ARQUITETURA E CURSOS RELACIONADOS",47436," 583,98 ",1457419,ENGENHARIA CIVIL,NOTURNO,Bacharelado,Autorizado,40,10,5,0,SIM,5,N,N,N,N,N," 92.847,00 "," 9.284,70 "," 9.284,70 "," 9.284,70 "," 9.284,70 "," 9.284,70 "," 9.284,70 "," 9.284,70 "," 9.284,70 "," 9.284,70 "," 9.284,70 ", -   , -   ," 88.204,70 ", 120% ," 8.820,47 "," 8.820,47 "," 8.820,47 "," 8.820,47 "," 8.820,47 "," 8.820,47 "," 8.820,47 "," 8.820,47 "," 8.820,47 "," 8.820,47 ", -   , -   
2019,1,APEC - SOCIEDADE POTIGUAR DE EDUCACAO E CULTURA LTDA,481,8480071000140,UNIVERSIDADE POTIGUAR,718,Universidade,RN,Natal,CAMPUS MOSSORÓ,139622,Mossoró,RN,Mossoró,24001,2401,Oeste Potiguar,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA CIVIL E AMBIENTAL, ARQUITETURA E CURSOS RELACIONADOS",43490," 497,34 ",115939,ENGENHARIA CIVIL,MATUTINO,Bacharelado,4,160,59,0,2,SIM,0,S,S,S,S,N," 88.656,22 "," 8.531,31 "," 8.531,31 "," 8.949,20 "," 8.949,20 "," 8.949,20 "," 8.949,20 "," 8.949,20 "," 8.949,20 "," 8.949,20 "," 8.949,20 ", -   , -   ," 82.791,58 ", 200% ," 8.104,75 "," 8.104,75 "," 8.322,76 "," 8.322,76 "," 8.322,76 "," 8.322,76 "," 8.322,76 "," 8.322,76 "," 8.322,76 "," 8.322,76 ", -   , -   
2019,1,ASSUPERO ENSINO SUPERIOR LTDA.,2415,6099229000101,UNIVERSIDADE PAULISTA,322,Universidade,SP,São Paulo,CAMPUS III - ANCHIETA,2639,São Paulo,SP,São Paulo,35061,3515,Metropolitana de São Paulo,DIVERSAS ÁREAS,"DIREITO, COMÉRCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS",46123," 632,74 ",69817,DIREITO,MATUTINO,Bacharelado,4,80,32,16,0,SIM,32,N,S,N,S,N," 54.953,50 "," 5.452,86 "," 4.089,89 "," 4.420,15 "," 4.429,67 "," 5.315,66 "," 5.907,23 "," 5.907,09 "," 6.070,40 "," 7.284,55 "," 6.076,00 ", -   , -   ," 48.367,60 ", 250% ," 3.817,02 "," 3.680,90 "," 3.978,14 "," 3.986,70 "," 4.784,09 "," 5.316,51 "," 5.316,38 "," 5.463,36 "," 6.556,10 "," 5.468,40 ", -   , -   
2019,1,UNIESP S.A,16134,19347410000131,FACULDADE DE FRUTAL,3793,Faculdade ,MG,Frutal,CAMPUS  - FRUTAL - JARDIM LARANJEIRAS,659629,Frutal,MG,Frutal,31021,3105,Triângulo Mineiro/Alto Paranaíba,CURSOS DA AREA DE SAUDE,"SERVIÇO SOCIAL, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL E CURSOS RELACIONADOS",44553," 455,42 ",90220,SERVIÇO SOCIAL,NOTURNO,Bacharelado,4,50,20,5,0,SIM,1,N,N,N,N,N," 63.882,00 "," 4.824,00 "," 4.824,00 "," 4.824,00 "," 9.882,00 "," 9.882,00 "," 9.882,00 "," 9.882,00 "," 9.882,00 ", -   , -   , -   , -   ," 59.434,80 ", 100% ," 4.341,60 "," 4.341,60 "," 4.341,60 "," 9.282,00 "," 9.282,00 "," 9.282,00 "," 9.282,00 "," 9.282,00 ", -   , -   , -   , -   
2019,1,SOCIEDADE CIVIL CONSERVATORIO BRASILEIRO DE MUSICA,114,33113663000171,CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO,158,Centro Universitário,RJ,Rio de Janeiro,PENHA SHOPPING,1082047,Rio de Janeiro,RJ,Rio de Janeiro,33018,3306,Metropolitana do Rio de Janeiro,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA DE PRODUÇÃO, DE MATERIAIS E CURSOS RELACIONADOS",45221," 569,26 ",1442546,ENGENHARIA DE PRODUÇÃO,MATUTINO,Bacharelado,Autorizado,40,10,2,0,NAO,0,N,N,N,N,N," 16.000,00 "," 1.600,00 "," 1.600,00 "," 1.600,00 "," 1.600,00 "," 1.600,00 "," 1.600,00 "," 1.600,00 "," 1.600,00 "," 1.600,00 "," 1.600,00 ", -   , -   ," 10.980,00 ", 100% ," 1.098,00 "," 1.098,00 "," 1.098,00 "," 1.098,00 "," 1.098,00 "," 1.098,00 "," 1.098,00 "," 1.098,00 "," 1.098,00 "," 1.098,00 ", -   , -   
2019,1,UNIRB - UNIDADES DE ENSINO SUPERIOR DA BAHIA LTDA,1367,4043610000123,FACULDADE REGIONAL DE ALAGOINHAS,3864,Faculdade ,BA,Alagoinhas,Unirb-Alagoinhas,659650,Alagoinhas,BA,Alagoinhas,29017,2904,Nordeste Baiano,DIVERSAS ÁREAS,"ADMINISTRAÇÃO, ADMINISTRAÇÃO PÚBLICA, GESTÃO, LOGÍSTICA, NEGÓCIOS E CURSOS RELACIONADOS",44239," 520,36 ",1405559,LOGÍSTICA,MATUTINO,Tecnológico,4,100,40,56,0,SIM,4,S,N,N,N,N," 19.140,00 "," 3.828,00 "," 3.828,00 "," 3.828,00 "," 3.828,00 "," 3.828,00 ", -   , -   , -   , -   , -   , -   , -   ," 19.140,00 ", 800% ," 3.828,00 "," 3.828,00 "," 3.828,00 "," 3.828,00 "," 3.828,00 ", -   , -   , -   , -   , -   , -   , -   
2019,1,IESST - INSTITUTO DE ENSINO SUPERIOR SOCIAL E TECNOLOGICO,1086,3316456000153,CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA,1660,Centro Universitário,DF,Brasília,TAGUATINGA,658661,Brasília,DF,Brasília,53001,5301,Distrito Federal,"CURSOS DA ÁREA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR","BIOLOGIA (LIC), MATEMÁTICA (LIC), LETRAS-PORTUGUÊS E CURSOS RELACIONADOS",47452," 501,62 ",107026,MATEMÁTICA,NOTURNO,Licenciatura,5,40,19,10,0,SIM,10,N,S,S,S,N," 22.623,42 "," 3.770,57 "," 3.572,12 "," 4.167,47 "," 3.572,12 "," 3.175,22 "," 4.365,92 ", -   , -   , -   , -   , -   , -   ," 15.836,39 ", 250% ," 2.639,40 "," 2.500,48 "," 2.917,23 "," 2.500,48 "," 2.222,65 "," 3.056,15 ", -   , -   , -   , -   , -   , -   
2019,1,ASSOBES ENSINO SUPERIOR LTDA.,519,1711282000106,INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIVO,763,Faculdade ,GO,Goiânia,CAMPUS  - GOIÂNIA - SETOR BUENO,658088,Goiânia,GO,Goiânia,52010,5203,Centro Goiano,CURSOS DA AREA DE SAUDE,"ENFERMAGEM, FISIOTERAPIA, FARMÁCIA, NUTRIÇÃO E CURSOS RELACIONADOS",47272," 597,52 ",16739,FARMÁCIA,NOTURNO,Bacharelado,3,55,16,23,0,SIM,16,N,S,N,S,N," 65.668,40 "," 4.984,14 "," 5.405,28 "," 5.864,73 "," 5.405,28 "," 5.864,73 "," 6.896,75 "," 7.482,98 "," 7.093,84 "," 7.696,81 "," 8.973,86 ", -   , -   ," 58.603,18 ", 250% ," 3.987,31 "," 4.864,76 "," 5.278,26 "," 4.864,76 "," 5.278,26 "," 6.207,09 "," 6.734,69 "," 6.384,45 "," 6.927,13 "," 8.076,47 ", -   , -   
2019,1,FUNDACAO EDUCACIONAL GUAXUPE,353,20773214000108,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ,3875,Centro Universitário,MG,Guaxupé,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ,659655,Guaxupé,MG,São Sebastião do Paraíso,31048,3110,Sul/Sudoeste de Minas,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA ELÉTRICA, ELETRÔNICA, DA COMPUTAÇÃO E CURSOS RELACIONADOS",44827," 622,00 ",1380816,ENGENHARIA ELÉTRICA,NOTURNO,Bacharelado,Autorizado,60,10,0,1,NAO,0,N,N,N,N,N," 75.403,20 "," 7.540,32 "," 7.540,32 "," 7.540,32 "," 7.540,32 "," 7.540,32 "," 7.540,32 "," 7.540,32 "," 7.540,32 "," 7.540,32 "," 7.540,32 ", -   , -   ," 64.092,60 ", 250% ," 6.409,26 "," 6.409,26 "," 6.409,26 "," 6.409,26 "," 6.409,26 "," 6.409,26 "," 6.409,26 "," 6.409,26 "," 6.409,26 "," 6.409,26 ", -   , -   
2019,1,FUNDACAO DOM AGUIRRE,109,71487094000113,UNIVERSIDADE DE SOROCABA,150,Universidade,SP,Sorocaba,CIDADE UNIVERSITÁRIA,1000208,Sorocaba,SP,Sorocaba,35046,3512,Macro Metropolitana Paulista,DIVERSAS ÁREAS,"CIÊNCIAS SOCIAIS, POLÍTICAS, ECONÔMICAS E CONTÁBEIS, PSICOLOGIA E SECRETARIADO",45929," 574,84 ",4726,CIÊNCIAS ECONÔMICAS,NOTURNO,Bacharelado,3,70,5,0,1,NAO,0,N,N,N,N,N," 47.808,00 "," 5.976,00 "," 5.976,00 "," 5.976,00 "," 5.976,00 "," 5.976,00 "," 5.976,00 "," 5.976,00 "," 5.976,00 ", -   , -   , -   , -   ," 46.373,76 ", 150% ," 5.796,72 "," 5.796,72 "," 5.796,72 "," 5.796,72 "," 5.796,72 "," 5.796,72 "," 5.796,72 "," 5.796,72 ", -   , -   , -   , -   
2019,1,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,407,33621384000119,FACULDADE CNEC ITABORAÍ,1156,Faculdade ,RJ,Itaboraí,Unidade SEDE,659608,Itaboraí,RJ,Rio de Janeiro,33018,3306,Metropolitana do Rio de Janeiro,DIVERSAS ÁREAS,"CIÊNCIAS SOCIAIS, POLÍTICAS, ECONÔMICAS E CONTÁBEIS, PSICOLOGIA E SECRETARIADO",45277," 582,52 ",90161,CIÊNCIAS CONTÁBEIS,NOTURNO,Bacharelado,4,100,40,0,0,NAO,0,N,N,N,N,N," 29.328,00 "," 3.666,00 "," 3.666,00 "," 3.666,00 "," 3.666,00 "," 3.666,00 "," 3.666,00 "," 3.666,00 "," 3.666,00 ", -   , -   , -   , -   ," 29.328,00 "," 0,4% "," 3.666,00 "," 3.666,00 "," 3.666,00 "," 3.666,00 "," 3.666,00 "," 3.666,00 "," 3.666,00 "," 3.666,00 ", -   , -   , -   , -   
2019,1,PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA,1204,3239470000109,FACULDADE PITÁGORAS DE BELO HORIZONTE,1818,Faculdade ,MG,Belo Horizonte,UNIDADE - VENDA NOVA,1063051,Belo Horizonte,MG,Belo Horizonte,31030,3107,Metropolitana de Belo Horizonte,DIVERSAS ÁREAS,"DIREITO, COMÉRCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS",44694," 636,28 ",1385462,DIREITO,MATUTINO,Bacharelado,4,75,30,45,0,NAO,0,N,N,N,N,N," 70.292,00 "," 7.985,00 "," 6.923,00 "," 6.923,00 "," 6.923,00 "," 6.923,00 "," 6.923,00 "," 6.923,00 "," 6.923,00 "," 6.923,00 "," 6.923,00 ", -   , -   ," 59.991,00 ", 125% ," 5.988,00 "," 5.193,00 "," 5.193,00 "," 5.193,00 "," 5.193,00 "," 5.539,00 "," 6.923,00 "," 6.923,00 "," 6.923,00 "," 6.923,00 ", -   , -   
2019,1,ESCOLA TECNOLOGICA DE CURITIBA LTDA - EPP,2573,4972854000190,FACULDADE DE TECNOLOGIA DE CURITIBA,4093,Faculdade ,PR,Curitiba,POLO NA SEDE,659753,Curitiba,PR,Curitiba,41037,4110,Metropolitana de Curitiba,"CURSOS DA ÁREA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR",PEDAGOGIA,46513," 511,52 ",1279792,PEDAGOGIA,MATUTINO,Licenciatura,4,30,12,0,1,NAO,0,N,N,N,N,N," 33.963,84 "," 4.245,48 "," 4.245,48 "," 4.245,48 "," 4.245,48 "," 4.245,48 "," 4.245,48 "," 4.245,48 "," 4.245,48 ", -   , -   , -   , -   ," 32.265,60 ", 100% ," 4.033,20 "," 4.033,20 "," 4.033,20 "," 4.033,20 "," 4.033,20 "," 4.033,20 "," 4.033,20 "," 4.033,20 ", -   , -   , -   , -   
2019,1,ADTALEM EDUCACIONAL DO BRASIL S/A,1174,3681572000171,Faculdade Integral Diferencial Wyden,1734,Faculdade ,PI,Teresina,UNIDADE SEDE,658725,Teresina,PI,Teresina,22003,2202,Centro-Norte Piauiense,DIVERSAS ÁREAS,"DIREITO, COMÉRCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS",43248," 609,88 ",86402,DIREITO,MATUTINO,Bacharelado,5,40,20,16,15,SIM,4,S,S,S,S,N," 71.141,40 "," 7.114,14 "," 7.114,14 "," 7.114,14 "," 7.114,14 "," 7.114,14 "," 7.114,14 "," 7.114,14 "," 7.114,14 "," 7.114,14 "," 7.114,14 ", -   , -   ," 69.007,20 ", 102% ," 6.900,72 "," 6.900,72 "," 6.900,72 "," 6.900,72 "," 6.900,72 "," 6.900,72 "," 6.900,72 "," 6.900,72 "," 6.900,72 "," 6.900,72 ", -   , -   
2019,1,FUNDACAO JOSE BONIFACIO LAFAYETTE DE ANDRADA,220,19559012000189,FACULDADE DE ADMINISTRAÇÃO DE CATAGUASES,1926,Faculdade ,MG,Cataguases,FACULDADE DE ADMINISTRAÇÃO DE CATAGUASES,1045374,Cataguases,MG,Cataguases,31066,3112,Zona da Mata,DIVERSAS ÁREAS,"ADMINISTRAÇÃO, ADMINISTRAÇÃO PÚBLICA, GESTÃO, LOGÍSTICA, NEGÓCIOS E CURSOS RELACIONADOS",44948," 581,44 ",60466,ADMINISTRAÇÃO,NOTURNO,Bacharelado,4,100,5,0,0,NAO,0,N,N,N,N,N," 36.659,94 "," 6.594,00 "," 3.969,00 "," 3.969,00 "," 3.969,00 "," 3.918,60 "," 3.918,60 "," 6.529,14 "," 3.792,60 ", -   , -   , -   , -   ," 27.744,72 ", 200% ," 3.297,00 "," 3.572,10 "," 3.572,10 "," 3.572,10 "," 3.526,74 "," 3.526,74 "," 3.264,60 "," 3.413,34 ", -   , -   , -   , -   
2019,1,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,16452,4310392000146,FACULDADE ANHANGUERA DE GUARULHOS,3603,Faculdade ,SP,Guarulhos,CAMPUS I,659557,Guarulhos,SP,Guarulhos,35059,3515,Metropolitana de São Paulo,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA CIVIL E AMBIENTAL, ARQUITETURA E CURSOS RELACIONADOS",46076," 621,08 ",1303585,ARQUITETURA E URBANISMO,MATUTINO,Bacharelado,Autorizado,70,17,53,0,NAO,0,N,N,N,N,N," 82.401,00 "," 5.343,00 "," 4.944,00 "," 5.274,00 "," 8.734,00 "," 11.316,00 "," 7.904,00 "," 8.484,00 "," 10.134,00 "," 10.134,00 "," 10.134,00 ", -   , -   ," 71.918,00 ", 125% ," 4.007,00 "," 3.708,00 "," 3.956,00 "," 6.551,00 "," 8.487,00 "," 6.323,00 "," 8.484,00 "," 10.134,00 "," 10.134,00 "," 10.134,00 ", -   , -   
2019,1,CONGREGACAO DE SANTA DOROTEIA DO BRASIL,116,10847747000133,FACULDADE FRASSINETTI DO RECIFE,160,Faculdade ,PE,Recife,UNIDADE SEDE,657755,Recife,PE,Recife,26017,2605,Metropolitana de Recife,DIVERSAS ÁREAS,"ADMINISTRAÇÃO, ADMINISTRAÇÃO PÚBLICA, GESTÃO, LOGÍSTICA, NEGÓCIOS E CURSOS RELACIONADOS",43892," 563,26 ",18169,ADMINISTRAÇÃO,MATUTINO,Bacharelado,4,50,5,0,0,SIM,1,N,N,N,N,N," 35.511,84 "," 4.227,60 "," 4.227,60 "," 4.227,60 "," 4.227,60 "," 4.227,60 "," 5.073,12 "," 5.073,12 "," 4.227,60 ", -   , -   , -   , -   ," 35.511,84 ", 100% ," 4.227,60 "," 4.227,60 "," 4.227,60 "," 4.227,60 "," 4.227,60 "," 5.073,12 "," 5.073,12 "," 4.227,60 ", -   , -   , -   , -   
2019,1,FUNDACAO EDUCACIONAL ALTO MEDIO SAO FRANCISCO,3521,20533295000179,FACULDADE DE TECNOLOGIA ALTO MÉDIO SÃO FRANCISCO,11428,Faculdade ,MG,Pirapora,UNIDADE SEDE,106555,Pirapora,MG,Pirapora,31006,3102,Norte de Minas,DIVERSAS ÁREAS,"ADMINISTRAÇÃO, ADMINISTRAÇÃO PÚBLICA, GESTÃO, LOGÍSTICA, NEGÓCIOS E CURSOS RELACIONADOS",44509," 536,22 ",1299529,ADMINISTRAÇÃO,NOTURNO,Bacharelado,4,100,40,59,0,SIM,1,S,N,N,N,N," 47.520,00 "," 5.940,00 "," 5.940,00 "," 5.940,00 "," 5.940,00 "," 5.940,00 "," 5.940,00 "," 5.940,00 "," 5.940,00 ", -   , -   , -   , -   ," 47.520,00 ", 200% ," 5.940,00 "," 5.940,00 "," 5.940,00 "," 5.940,00 "," 5.940,00 "," 5.940,00 "," 5.940,00 "," 5.940,00 ", -   , -   , -   , -   
