query_table,candidate_table
CAN_CSV0000000000001358__19.csv,CAN_CSV0000000000002115__1.csv
CAN_CSV0000000000001358__19.csv,CAN_CSV0000000000002115__5.csv
CAN_CSV0000000000001358__19.csv,CAN_CSV0000000000001267.csv
CAN_CSV0000000000001358__19.csv,CAN_CSV0000000000002115__3.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000001358.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000001358__17.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000001358__18.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000001358__1.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000001358__16.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000001358__0.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000001358__3.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000001358__4.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000001358__2.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000001358__15.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000001358__19.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000002115__33.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000002115__32.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000003042.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000002115__31.csv
CAN_CSV0000000000001358__2.csv,CAN_CSV0000000000001365.csv
CAN_CSV0000000000001358__2.csv,USA_CSV0000000000034666.csv
CAN_CSV0000000000001358__2.csv,USA_CSV0000000000032209.csv
CAN_CSV0000000000001358__2.csv,USA_CSV0000000000000848.csv
CAN_CSV0000000000001358__2.csv,USA_CSV0000000000035058.csv
CAN_CSV0000000000001358__2.csv,UK_CSV0000000000003467__13.csv
CAN_CSV0000000000001358__2.csv,UK_CSV0000000000003467__12.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358__22.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358__5.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358__6.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358__1.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358__8.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358__24.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358__7.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358__0.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358__21.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358__3.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358__4.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358__2.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358__20.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358__9.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000001358__23.csv
CAN_CSV0000000000001358__20.csv,CAN_CSV0000000000000676.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358__22.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358__5.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358__6.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358__1.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358__8.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358__24.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358__7.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358__21.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358__0.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358__3.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358__4.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358__2.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358__20.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358__9.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000001358__23.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000014186.csv
CAN_CSV0000000000001358__21.csv,CAN_CSV0000000000000676.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358__22.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358__5.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358__6.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358__1.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358__8.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358__24.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358__7.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358__0.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358__21.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358__3.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358__4.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358__2.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358__20.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358__9.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000001358__23.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000000676.csv
CAN_CSV0000000000001358__22.csv,CAN_CSV0000000000014186.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358__22.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358__5.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358__6.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358__1.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358__8.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358__24.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358__7.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358__0.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358__21.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358__3.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358__4.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358__2.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358__20.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358__9.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000001358__23.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000014186.csv
CAN_CSV0000000000001358__23.csv,CAN_CSV0000000000000676.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358__22.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358__5.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358__6.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358__8.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358__1.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358__24.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358__7.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358__0.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358__21.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358__3.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358__4.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358__2.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358__20.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358__9.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000001358__23.csv
CAN_CSV0000000000001358__24.csv,CAN_CSV0000000000014186.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000001358.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000001358__17.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000001358__18.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000001358__1.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000001358__16.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000001358__0.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000001358__3.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000001358__4.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000001358__2.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000001358__15.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000001358__19.csv
CAN_CSV0000000000001358__3.csv,USA_CSV0000000000034666.csv
CAN_CSV0000000000001358__3.csv,USA_CSV0000000000035058.csv
CAN_CSV0000000000001358__3.csv,USA_CSV0000000000032209.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000003042.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000001365.csv
CAN_CSV0000000000001358__3.csv,USA_CSV0000000000000848.csv
CAN_CSV0000000000001358__3.csv,USA_CSV0000000000034641.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000002115__31.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000002115__33.csv
CAN_CSV0000000000001358__3.csv,CAN_CSV0000000000002115__35.csv
CAN_CSV0000000000001358__3.csv,UK_CSV0000000000003467__13.csv
CAN_CSV0000000000001358__3.csv,USA_CSV0000000000004478.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000001358.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000001358__17.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000001358__18.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000001358__1.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000001358__16.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000001358__0.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000001358__3.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000001358__4.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000001358__2.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000001358__15.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000001358__19.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000002115__32.csv
CAN_CSV0000000000001358__4.csv,USA_CSV0000000000035058.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000001365.csv
CAN_CSV0000000000001358__4.csv,USA_CSV0000000000034641.csv
CAN_CSV0000000000001358__4.csv,USA_CSV0000000000034666.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000002115__33.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000002115__31.csv
CAN_CSV0000000000001358__4.csv,USA_CSV0000000000032209.csv
CAN_CSV0000000000001358__4.csv,USA_CSV0000000000000848.csv
CAN_CSV0000000000001358__4.csv,CAN_CSV0000000000001759.csv
CAN_CSV0000000000001358__4.csv,USA_CSV0000000000026462.csv
CAN_CSV0000000000001358__4.csv,USA_CSV0000000000004950.csv
CAN_CSV0000000000001358__5.csv,CAN_CSV0000000000001358__5.csv
CAN_CSV0000000000001358__5.csv,CAN_CSV0000000000001358__6.csv
CAN_CSV0000000000001358__5.csv,CAN_CSV0000000000001358__8.csv
CAN_CSV0000000000001358__5.csv,CAN_CSV0000000000001358__7.csv
CAN_CSV0000000000001358__5.csv,CAN_CSV0000000000001358__9.csv
CAN_CSV0000000000001358__5.csv,CAN_CSV0000000000001358.csv
CAN_CSV0000000000001358__5.csv,CAN_CSV0000000000001358__17.csv
CAN_CSV0000000000001358__5.csv,CAN_CSV0000000000001358__22.csv
CAN_CSV0000000000001358__5.csv,CAN_CSV0000000000001358__23.csv
CAN_CSV0000000000001358__5.csv,CAN_CSV0000000000001358__18.csv
CAN_CSV0000000000001358__5.csv,CAN_CSV0000000000001358__16.csv
CAN_CSV0000000000001358__5.csv,CAN_CSV0000000000001358__21.csv
CAN_CSV0000000000001358__5.csv,CAN_CSV0000000000001358__20.csv
CAN_CSV0000000000001358__5.csv,CAN_CSV0000000000001358__15.csv
CAN_CSV0000000000001358__5.csv,CAN_CSV0000000000001358__19.csv
CAN_CSV0000000000001358__6.csv,CAN_CSV0000000000001358__5.csv
CAN_CSV0000000000001358__6.csv,CAN_CSV0000000000001358__6.csv
CAN_CSV0000000000001358__6.csv,CAN_CSV0000000000001358__8.csv
CAN_CSV0000000000001358__6.csv,CAN_CSV0000000000001358__7.csv
CAN_CSV0000000000001358__6.csv,CAN_CSV0000000000001358__9.csv
CAN_CSV0000000000001358__6.csv,CAN_CSV0000000000001358.csv
CAN_CSV0000000000001358__6.csv,CAN_CSV0000000000001358__17.csv
CAN_CSV0000000000001358__6.csv,CAN_CSV0000000000001358__22.csv
CAN_CSV0000000000001358__6.csv,CAN_CSV0000000000001358__23.csv
CAN_CSV0000000000001358__6.csv,CAN_CSV0000000000001358__18.csv
CAN_CSV0000000000001358__6.csv,CAN_CSV0000000000001358__16.csv
CAN_CSV0000000000001358__6.csv,CAN_CSV0000000000001358__21.csv
CAN_CSV0000000000001358__6.csv,CAN_CSV0000000000001358__20.csv
CAN_CSV0000000000001358__6.csv,CAN_CSV0000000000001358__15.csv
CAN_CSV0000000000001358__6.csv,CAN_CSV0000000000001358__19.csv
CAN_CSV0000000000001358__7.csv,CAN_CSV0000000000001358__5.csv
CAN_CSV0000000000001358__7.csv,CAN_CSV0000000000001358__6.csv
CAN_CSV0000000000001358__7.csv,CAN_CSV0000000000001358__8.csv
CAN_CSV0000000000001358__7.csv,CAN_CSV0000000000001358__7.csv
CAN_CSV0000000000001358__7.csv,CAN_CSV0000000000001358__9.csv
CAN_CSV0000000000001358__7.csv,CAN_CSV0000000000001358.csv
CAN_CSV0000000000001358__7.csv,CAN_CSV0000000000001358__17.csv
CAN_CSV0000000000001358__7.csv,CAN_CSV0000000000001358__22.csv
CAN_CSV0000000000001358__7.csv,CAN_CSV0000000000001358__18.csv
CAN_CSV0000000000001358__7.csv,CAN_CSV0000000000001358__24.csv
CAN_CSV0000000000001358__7.csv,CAN_CSV0000000000001358__16.csv
CAN_CSV0000000000001358__7.csv,CAN_CSV0000000000001358__21.csv
CAN_CSV0000000000001358__7.csv,CAN_CSV0000000000001358__20.csv
CAN_CSV0000000000001358__7.csv,CAN_CSV0000000000001358__15.csv
CAN_CSV0000000000001358__7.csv,CAN_CSV0000000000001358__19.csv
CAN_CSV0000000000001358__8.csv,CAN_CSV0000000000001358__5.csv
CAN_CSV0000000000001358__8.csv,CAN_CSV0000000000001358__6.csv
CAN_CSV0000000000001358__8.csv,CAN_CSV0000000000001358__8.csv
CAN_CSV0000000000001358__8.csv,CAN_CSV0000000000001358__7.csv
CAN_CSV0000000000001358__8.csv,CAN_CSV0000000000001358__9.csv
CAN_CSV0000000000001358__8.csv,CAN_CSV0000000000001358__17.csv
CAN_CSV0000000000001358__8.csv,CAN_CSV0000000000001358__22.csv
CAN_CSV0000000000001358__8.csv,CAN_CSV0000000000001358__23.csv
CAN_CSV0000000000001358__8.csv,CAN_CSV0000000000001358__18.csv
CAN_CSV0000000000001358__8.csv,CAN_CSV0000000000001358__24.csv
CAN_CSV0000000000001358__8.csv,CAN_CSV0000000000001358__16.csv
CAN_CSV0000000000001358__8.csv,CAN_CSV0000000000001358__21.csv
CAN_CSV0000000000001358__8.csv,CAN_CSV0000000000001358__20.csv
CAN_CSV0000000000001358__8.csv,CAN_CSV0000000000001358__15.csv
CAN_CSV0000000000001358__8.csv,CAN_CSV0000000000001358__19.csv
CAN_CSV0000000000001358__9.csv,CAN_CSV0000000000001358__5.csv
CAN_CSV0000000000001358__9.csv,CAN_CSV0000000000001358__6.csv
CAN_CSV0000000000001358__9.csv,CAN_CSV0000000000001358__8.csv
CAN_CSV0000000000001358__9.csv,CAN_CSV0000000000001358__7.csv
CAN_CSV0000000000001358__9.csv,CAN_CSV0000000000001358__9.csv
CAN_CSV0000000000001358__9.csv,CAN_CSV0000000000001358.csv
CAN_CSV0000000000001358__9.csv,CAN_CSV0000000000001358__17.csv
CAN_CSV0000000000001358__9.csv,CAN_CSV0000000000001358__22.csv
CAN_CSV0000000000001358__9.csv,CAN_CSV0000000000001358__23.csv
CAN_CSV0000000000001358__9.csv,CAN_CSV0000000000001358__18.csv
CAN_CSV0000000000001358__9.csv,CAN_CSV0000000000001358__24.csv
CAN_CSV0000000000001358__9.csv,CAN_CSV0000000000001358__16.csv
CAN_CSV0000000000001358__9.csv,CAN_CSV0000000000001358__20.csv
CAN_CSV0000000000001358__9.csv,CAN_CSV0000000000001358__15.csv
CAN_CSV0000000000001358__9.csv,CAN_CSV0000000000001358__19.csv
CAN_CSV0000000000001362.csv,CAN_CSV0000000000002090.csv
CAN_CSV0000000000001362.csv,CAN_CSV0000000000001777.csv
CAN_CSV0000000000001362.csv,CAN_CSV0000000000001362.csv
CAN_CSV0000000000001362.csv,CAN_CSV0000000000001380.csv
CAN_CSV0000000000001362.csv,CAN_CSV0000000000001361.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000001379.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000001370.csv
CAN_CSV0000000000001370.csv,UK_CSV0000000000006255__13.csv
CAN_CSV0000000000001370.csv,UK_CSV0000000000006255__8.csv
CAN_CSV0000000000001370.csv,UK_CSV0000000000006255__12.csv
CAN_CSV0000000000001370.csv,UK_CSV0000000000006255__11.csv
CAN_CSV0000000000001370.csv,UK_CSV0000000000006255__7.csv
CAN_CSV0000000000001370.csv,UK_CSV0000000000006255__10.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000001487.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000008201.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000010640.csv
CAN_CSV0000000000001370.csv,USA_CSV0000000000034049.csv
CAN_CSV0000000000001370.csv,USA_CSV0000000000024723.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000010129.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000002069.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000002107.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000023075.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000010821.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000011060.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000001735.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000010069.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000021560.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000024279.csv
CAN_CSV0000000000001370.csv,CAN_CSV0000000000020791.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000027354.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000027348.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000027353.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000027353__4.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000027355.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000027353__1.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000027346.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000027353__3.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000008201.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000027350.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000001874.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000027353__0.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000001797__45.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000001797__46.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000001797__47.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000001797__48.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000001389.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000001780.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000014748.csv
CAN_CSV0000000000001389.csv,USA_CSV0000000000037232.csv
CAN_CSV0000000000001389.csv,CAN_CSV0000000000001797__44.csv
CAN_CSV0000000000001389.csv,SG_CSV0000000000000925__19.csv
CAN_CSV0000000000001389.csv,SG_CSV0000000000000925__16.csv
CAN_CSV0000000000001389.csv,SG_CSV0000000000000925__14.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007518.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007521.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000001423.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007511.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007517.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007507.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007506.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000001424.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000001429.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007520.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007512.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000001438.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000001422.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007501.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007508.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000001435.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000001430.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000001432.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007505.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000001431.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000001433.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007510.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000001434.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000001425.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007513.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007499.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007509.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007522.csv
CAN_CSV0000000000001423.csv,CAN_CSV0000000000007514.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000001424.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000001429.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000001438.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000001435.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000001430.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000007523.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000001432.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000001431.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000001433.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000001434.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000001425.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000007516.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000007518.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000007521.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000007507.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000007506.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000007520.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000007512.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000001422.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000007508.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000007509.csv
CAN_CSV0000000000001435.csv,CAN_CSV0000000000007505.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000008269.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000001461.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000014837.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000008157.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000008160.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000008165.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000008166.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000001316.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000003182.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000008116.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000024922.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000022563.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000018307.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000019095.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000018438.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000008118.csv
CAN_CSV0000000000001461.csv,CAN_CSV0000000000008164.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000011050.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000001394.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000001928.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000017495.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000001465.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000001811.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000001731.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000019995.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000001341.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000010904.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000002112.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000002067.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000001904.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000007251.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000024128.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000009889.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000009089.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000027045.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000001343.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000001408.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000015004.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000018335.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000011726.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000026637.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000025656.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000019049.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000021863.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000021067.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000010516.csv
CAN_CSV0000000000001465.csv,CAN_CSV0000000000023501.csv
