query_table,candidate_table,query_column,candidate_column
csvData2852713__18.csv,csvData6472086.csv,Rbaser,Rbaser
csvData2852713__18.csv,csvData22394405.csv,Rbaser,Rbaser
csvData15965777__2.csv,csvData27788332.csv,Player,Player
csvData15965777__2.csv,csvData13257636.csv,Player,Player
csvData15965777__2.csv,csvData20535739__15.csv,Player,Player
csvData15965777__2.csv,csvData8366502.csv,Player,Player
csvData15965777__2.csv,csvData29346752__7.csv,Player,Player
csvData15965777__2.csv,csvData7569802.csv,Player,Player
csvData15965777__2.csv,csvData16736013.csv,Player,Player
csvData15965777__2.csv,csvData2404013.csv,Player,Player
csvData15965777__2.csv,csvData14833792__0.csv,Player,Player
csvData15965777__2.csv,csvData17302070__4.csv,Player,Player
csvData2879490__3.csv,csvData8386672.csv,RBI,RBI
csvData2879490__3.csv,csvData16773669__3.csv,RBI,RBI
csvData2879490__3.csv,csvData1451552.csv,RBI,RBI
csvData2879490__3.csv,csvData2720747.csv,RBI,RBI
csvData2879490__3.csv,csvData15460876.csv,RBI,RBI
csvData2879490__3.csv,csvData14178319.csv,RBI,RBI
csvData2879490__3.csv,csvData16641890.csv,RBI,RBI
csvData2879490__3.csv,csvData19553885__1.csv,RBI,RBI
csvData13726780__0.csv,csvData1229024.csv,DRB%,DRB%
csvData13726780__0.csv,csvData25582983.csv,DRB%,DRB%
csvData13726780__0.csv,csvData19671612.csv,DRB%,DRB%
csvData13726780__0.csv,csvData25322806__3.csv,DRB%,DRB%
csvData13726780__0.csv,csvData28510578.csv,DRB%,DRB%
csvData13726780__0.csv,csvData15612427.csv,DRB%,DRB%
csvData13726780__0.csv,csvData28140999.csv,DRB%,DRB%
csvData13726780__0.csv,csvData27076882.csv,DRB%,DRB%
csvData13726780__0.csv,csvData14248779__1.csv,DRB%,DRB%
csvData13726780__0.csv,csvData7410840.csv,DRB%,DRB%
csvData13726780__0.csv,csvData1229024.csv,USG%,USG%
csvData13726780__0.csv,csvData25582983.csv,USG%,USG%
csvData13726780__0.csv,csvData19671612.csv,USG%,USG%
csvData13726780__0.csv,csvData28510578.csv,USG%,USG%
csvData13726780__0.csv,csvData15612427.csv,USG%,USG%
csvData13726780__0.csv,csvData26655046__0.csv,USG%,USG%
csvData13726780__0.csv,csvData28140999.csv,USG%,USG%
csvData19621512__4.csv,csvData15037929.csv,VORP,VORP
csvData19621512__4.csv,csvData14440858.csv,VORP,VORP
csvData19621512__4.csv,csvData24341501__13.csv,VORP,VORP
csvData19621512__4.csv,csvData27861457.csv,VORP,VORP
csvData19621512__4.csv,csvData9469123.csv,VORP,VORP
csvData19621512__4.csv,csvData8759232.csv,VORP,VORP
csvData19621512__4.csv,csvData15497713__15.csv,oppTAv,oppTAv
csvData19621512__4.csv,csvData17788446.csv,oppTAv,oppTAv
csvData19621512__4.csv,csvData8549891__15.csv,oppTAv,oppTAv
csvData19621512__4.csv,csvData387932.csv,oppTAv,oppTAv
csvData19621512__4.csv,csvData14440858.csv,oppTAv,oppTAv
csvData19621512__4.csv,csvData13523115.csv,oppTAv,oppTAv
csvData19621512__4.csv,csvData28855146.csv,oppTAv,oppTAv
csvData19621512__4.csv,csvData4227326.csv,oppTAv,oppTAv
csvData19621512__4.csv,csvData15936069__11.csv,oppTAv,oppTAv
csvData19621512__4.csv,csvData15936069__14.csv,oppTAv,oppTAv
csvData26761314__3.csv,csvData1229024.csv,STL%,STL%
csvData26761314__3.csv,csvData25582983.csv,STL%,STL%
csvData26761314__3.csv,csvData19671612.csv,STL%,STL%
csvData26761314__3.csv,csvData25322806__3.csv,STL%,STL%
csvData26761314__3.csv,csvData28510578.csv,STL%,STL%
csvData26761314__3.csv,csvData15612427.csv,STL%,STL%
csvData26761314__3.csv,csvData25441565__3.csv,STL%,STL%
csvData26761314__3.csv,csvData28140999.csv,STL%,STL%
csvData26761314__3.csv,csvData27076882.csv,STL%,STL%
csvData26761314__3.csv,csvData14248779__1.csv,STL%,STL%
csvData13245391__1.csv,csvData1229024.csv,TOV%,TOV%
csvData13245391__1.csv,csvData25582983.csv,TOV%,TOV%
csvData13245391__1.csv,csvData19671612.csv,TOV%,TOV%
csvData13245391__1.csv,csvData25322806__3.csv,TOV%,TOV%
csvData13245391__1.csv,csvData28510578.csv,TOV%,TOV%
csvData13245391__1.csv,csvData15612427.csv,TOV%,TOV%
csvData13245391__1.csv,csvData28140999.csv,TOV%,TOV%
csvData13245391__1.csv,csvData27076882.csv,TOV%,TOV%
csvData13245391__1.csv,csvData14248779__1.csv,TOV%,TOV%
csvData13245391__1.csv,csvData7410840.csv,TOV%,TOV%
csvData13245391__1.csv,csvData18680983.csv,TOV%,TOV%
csvData13245391__1.csv,csvData1229024.csv,Opp,Opp
csvData13245391__1.csv,csvData1594369.csv,Opp,Opp
csvData13245391__1.csv,csvData25582983.csv,Opp,Opp
csvData13245391__1.csv,csvData24162010.csv,Opp,Opp
csvData13245391__1.csv,csvData19671612.csv,Opp,Opp
csvData13245391__1.csv,csvData28510578.csv,Opp,Opp
csvData13245391__1.csv,csvData15612427.csv,Opp,Opp
csvData13245391__1.csv,csvData28140999.csv,Opp,Opp
csvData13245391__1.csv,csvData3901039.csv,Opp,Opp
csvData3653270__1.csv,csvData11165008.csv,sa/s,sa/s
csvData3653270__1.csv,csvData9613851.csv,sa/s,sa/s
csvData3653270__1.csv,csvData28450542.csv,sa/s,sa/s
csvData3653270__1.csv,csvData17513912.csv,sa/s,sa/s
csvData3653270__1.csv,csvData7464289.csv,sa/s,sa/s
csvData3653270__1.csv,csvData3653270__1.csv,sa/s,sa/s
csvData3653270__1.csv,csvData19996134.csv,sa/s,sa/s
csvData3653270__1.csv,csvData15702892__3.csv,sa/s,sa/s
csvData3653270__1.csv,csvData15991681.csv,sa/s,sa/s
csvData3653270__1.csv,csvData24706896.csv,sa/s,sa/s
csvData3653270__1.csv,csvData13124215.csv,digs,digs
csvData3653270__1.csv,csvData28450542.csv,digs,digs
csvData3653270__1.csv,csvData17513912.csv,digs,digs
csvData3653270__1.csv,csvData7464289.csv,digs,digs
csvData3653270__1.csv,csvData19996134.csv,digs,digs
csvData3653270__1.csv,csvData23466283.csv,digs,digs
csvData13051044__4.csv,csvData1229024.csv,eFG%,eFG%
csvData13051044__4.csv,csvData25582983.csv,eFG%,eFG%
csvData13051044__4.csv,csvData19671612.csv,eFG%,eFG%
csvData13051044__4.csv,csvData28510578.csv,eFG%,eFG%
csvData13051044__4.csv,csvData15612427.csv,eFG%,eFG%
csvData13051044__4.csv,csvData28140999.csv,eFG%,eFG%
csvData13051044__4.csv,csvData27076882.csv,eFG%,eFG%
csvData13051044__4.csv,csvData7410840.csv,eFG%,eFG%
csvData13051044__4.csv,csvData22418917__5.csv,eFG%,eFG%
csvData10074535__12.csv,csvData17302070__13.csv,POS,POS
csvData10074535__12.csv,csvData21286196__7.csv,POS,POS
csvData10074535__12.csv,csvData6393240.csv,POS,POS
csvData10074535__12.csv,csvData20018297.csv,POS,POS
csvData10074535__12.csv,csvData3250957.csv,POS,POS
csvData10074535__12.csv,csvData10027553__2.csv,POS,POS
csvData10074535__12.csv,csvData27987124__1.csv,POS,POS
csvData6260469__2.csv,csvData8386672.csv,SLG,SLG
csvData6260469__2.csv,csvData16773669__3.csv,SLG,SLG
csvData6260469__2.csv,csvData14440858.csv,SLG,SLG
csvData6260469__2.csv,csvData2404013__6.csv,SLG,SLG
csvData6260469__2.csv,csvData1451552.csv,SLG,SLG
csvData6260469__2.csv,csvData2720747.csv,SLG,SLG
csvData6260469__2.csv,csvData15460876.csv,SLG,SLG
csvData6260469__2.csv,csvData14178319.csv,SLG,SLG
csvData4798003__2.csv,csvData27788332.csv,Player,Player
csvData4798003__2.csv,csvData13257636.csv,Player,Player
csvData4798003__2.csv,csvData20535739__15.csv,Player,Player
csvData4798003__2.csv,csvData8366502.csv,Player,Player
csvData4798003__2.csv,csvData29346752__7.csv,Player,Player
csvData4798003__2.csv,csvData7569802.csv,Player,Player
csvData4798003__2.csv,csvData16736013.csv,Player,Player
csvData13523115__11.csv,csvData17788446.csv,oppAVG,oppAVG
csvData13523115__11.csv,csvData29230622__16.csv,oppAVG,oppAVG
csvData13523115__11.csv,csvData387932.csv,oppAVG,oppAVG
csvData13523115__11.csv,csvData14440858.csv,oppAVG,oppAVG
csvData13523115__11.csv,csvData13523115.csv,oppAVG,oppAVG
csvData13523115__11.csv,csvData28855146.csv,oppAVG,oppAVG
csvData13523115__11.csv,csvData29230622__15.csv,oppAVG,oppAVG
csvData13523115__11.csv,csvData15497713__0.csv,oppOPS,oppOPS
csvData13523115__11.csv,csvData29230622__16.csv,oppOPS,oppOPS
csvData13523115__11.csv,csvData8549891__15.csv,oppOPS,oppOPS
csvData13523115__11.csv,csvData14440858.csv,oppOPS,oppOPS
csvData13523115__11.csv,csvData13523115.csv,oppOPS,oppOPS
csvData13523115__11.csv,csvData24341501__3.csv,oppOPS,oppOPS
csvData13523115__11.csv,csvData29230622__15.csv,oppOPS,oppOPS
csvData13523115__11.csv,csvData24341501__0.csv,oppOPS,oppOPS
csvData13523115__11.csv,csvData19621512__9.csv,oppOPS,oppOPS
csvData29383799__12.csv,csvData17302070__13.csv,POS,POS
csvData29383799__12.csv,csvData21286196__7.csv,POS,POS
csvData29383799__12.csv,csvData6393240.csv,POS,POS
csvData29383799__12.csv,csvData20018297.csv,POS,POS
csvData29383799__12.csv,csvData3250957.csv,POS,POS
csvData29383799__12.csv,csvData10027553__2.csv,POS,POS
csvData29383799__12.csv,csvData27987124__1.csv,POS,POS
csvData2485779__5.csv,csvData29550739.csv,Team,Team
csvData2485779__5.csv,csvData8908880.csv,Team,Team
csvData2485779__5.csv,csvData11184794.csv,Team,Team
csvData2485779__5.csv,csvData9739809__1.csv,Team,Team
csvData2485779__5.csv,csvData20535739__15.csv,Team,Team
csvData2485779__5.csv,csvData12703809.csv,Team,Team
csvData2485779__5.csv,csvData8366502.csv,Team,Team
csvData2485779__5.csv,csvData16641890.csv,Team,Team
csvData2485779__5.csv,csvData20075499__5.csv,Team,Team
csvData2485779__5.csv,csvData145308.csv,Team,Team
csvData2485779__5.csv,csvData21420417.csv,Team,Team
csvData2485779__5.csv,csvData15745723__5.csv,OPS,OPS
csvData2485779__5.csv,csvData21286196__7.csv,OPS,OPS
csvData2485779__5.csv,csvData13638124__3.csv,OPS,OPS
csvData2485779__5.csv,csvData20018297.csv,OPS,OPS
csvData2485779__5.csv,csvData1682484.csv,OPS,OPS
csvData2485779__5.csv,csvData1643145.csv,OPS,OPS
csvData2485779__5.csv,csvData2877720__3.csv,OPS,OPS
csvData9469123__0.csv,csvData15497713__15.csv,oppTAv,oppTAv
csvData9469123__0.csv,csvData17788446.csv,oppTAv,oppTAv
csvData9469123__0.csv,csvData8549891__15.csv,oppTAv,oppTAv
csvData9469123__0.csv,csvData387932.csv,oppTAv,oppTAv
csvData9469123__0.csv,csvData14440858.csv,oppTAv,oppTAv
csvData9469123__0.csv,csvData13523115.csv,oppTAv,oppTAv
csvData9469123__0.csv,csvData28855146.csv,oppTAv,oppTAv
csvData9469123__0.csv,csvData4227326.csv,oppTAv,oppTAv
csvData9469123__0.csv,csvData15936069__11.csv,oppTAv,oppTAv
csvData14297814__1.csv,csvData14297814.csv,Segmental Box Girder,Segmental Box Girder
csvData14297814__1.csv,csvData15391018__2.csv,Segmental Box Girder,Segmental Box Girder
csvData14297814__1.csv,csvData7001368__1.csv,Segmental Box Girder,Segmental Box Girder
csvData14297814__1.csv,csvData7001368__0.csv,Segmental Box Girder,Segmental Box Girder
csvData14297814__1.csv,csvData18230187.csv,Segmental Box Girder,Segmental Box Girder
csvData14297814__1.csv,csvData22069876.csv,Segmental Box Girder,Segmental Box Girder
csvData14297814__1.csv,csvData22069876__2.csv,Segmental Box Girder,Segmental Box Girder
csvData14297814__1.csv,csvData22069876__3.csv,Segmental Box Girder,Segmental Box Girder
csvData14297814__1.csv,csvData14297814__1.csv,Segmental Box Girder,Segmental Box Girder
csvData14297814__1.csv,csvData7001368__2.csv,Segmental Box Girder,Segmental Box Girder
csvData14297814__1.csv,csvData14297814.csv,Tunnel,Tunnel
csvData14297814__1.csv,csvData15391018__2.csv,Tunnel,Tunnel
csvData14297814__1.csv,csvData7001368__1.csv,Tunnel,Tunnel
csvData14297814__1.csv,csvData7001368__0.csv,Tunnel,Tunnel
csvData14297814__1.csv,csvData18230187.csv,Tunnel,Tunnel
csvData14297814__1.csv,csvData22069876.csv,Tunnel,Tunnel
csvData14297814__1.csv,csvData14297814__1.csv,Tunnel,Tunnel
csvData14297814__1.csv,csvData7001368__2.csv,Tunnel,Tunnel
csvData14297814__1.csv,csvData15391018__3.csv,Tunnel,Tunnel
csvData14297814__1.csv,csvData7001368.csv,Tunnel,Tunnel
csvData14297814__1.csv,csvData16373052.csv,Tunnel,Tunnel
csvData14297814__1.csv,csvData14297814.csv,Stayed Girder,Stayed Girder
csvData14297814__1.csv,csvData7001368__1.csv,Stayed Girder,Stayed Girder
csvData14297814__1.csv,csvData7001368__0.csv,Stayed Girder,Stayed Girder
csvData14297814__1.csv,csvData18230187.csv,Stayed Girder,Stayed Girder
csvData14297814__1.csv,csvData22069876.csv,Stayed Girder,Stayed Girder
csvData14297814__1.csv,csvData14297814__1.csv,Stayed Girder,Stayed Girder
csvData14297814__1.csv,csvData7001368.csv,Stayed Girder,Stayed Girder
csvData14297814__1.csv,csvData14297814.csv,Frame (Except Culverts),Frame (Except Culverts)
csvData14297814__1.csv,csvData18230187.csv,Frame (Except Culverts),Frame (Except Culverts)
csvData14297814__1.csv,csvData22069876.csv,Frame (Except Culverts),Frame (Except Culverts)
csvData14297814__1.csv,csvData14297814__3.csv,Frame (Except Culverts),Frame (Except Culverts)
csvData14297814__1.csv,csvData14297814__1.csv,Frame (Except Culverts),Frame (Except Culverts)
csvData14297814__1.csv,csvData7001368__2.csv,Frame (Except Culverts),Frame (Except Culverts)
csvData14297814__1.csv,csvData14297814__2.csv,Frame (Except Culverts),Frame (Except Culverts)
csvData14297814__1.csv,csvData16825359__3.csv,Frame (Except Culverts),Frame (Except Culverts)
csvData14297814__1.csv,csvData7001368.csv,Frame (Except Culverts),Frame (Except Culverts)
csvData14297814__1.csv,csvData14297814.csv,Truss-Deck,Truss-Deck
csvData14297814__1.csv,csvData7001368__1.csv,Truss-Deck,Truss-Deck
csvData14297814__1.csv,csvData7001368__0.csv,Truss-Deck,Truss-Deck
csvData14297814__1.csv,csvData18230187.csv,Truss-Deck,Truss-Deck
csvData14297814__1.csv,csvData22069876.csv,Truss-Deck,Truss-Deck
csvData14297814__1.csv,csvData14297814__3.csv,Truss-Deck,Truss-Deck
csvData14297814__1.csv,csvData14297814__1.csv,Truss-Deck,Truss-Deck
csvData14297814__1.csv,csvData7001368__2.csv,Truss-Deck,Truss-Deck
csvData14297814__1.csv,csvData14297814__2.csv,Truss-Deck,Truss-Deck
csvData14297814__1.csv,csvData7001368.csv,Truss-Deck,Truss-Deck
csvData14297814__1.csv,csvData16373052.csv,Truss-Deck,Truss-Deck
csvData14297814__1.csv,csvData14297814.csv,Arch-Thru,Arch-Thru
csvData14297814__1.csv,csvData22069876__3.csv,Arch-Thru,Arch-Thru
csvData14297814__1.csv,csvData14297814__3.csv,Arch-Thru,Arch-Thru
csvData14297814__1.csv,csvData7001368__2.csv,Arch-Thru,Arch-Thru
csvData14297814__1.csv,csvData14297814__2.csv,Arch-Thru,Arch-Thru
csvData14297814__1.csv,csvData15391018.csv,Arch-Thru,Arch-Thru
csvData14297814__1.csv,csvData19180770.csv,Arch-Thru,Arch-Thru
csvData14297814__1.csv,csvData7001368.csv,Arch-Thru,Arch-Thru
csvData10212811__3.csv,csvData29550739.csv,Team,Team
csvData10212811__3.csv,csvData8908880.csv,Team,Team
csvData10212811__3.csv,csvData11184794.csv,Team,Team
csvData10212811__3.csv,csvData9739809__1.csv,Team,Team
csvData10212811__3.csv,csvData20535739__15.csv,Team,Team
csvData10212811__3.csv,csvData12703809.csv,Team,Team
csvData10212811__3.csv,csvData8366502.csv,Team,Team
csvData10212811__3.csv,csvData16641890.csv,Team,Team
csvData10212811__3.csv,csvData20075499__5.csv,Team,Team
csvData10212811__3.csv,csvData145308.csv,Team,Team
csvData10212811__3.csv,csvData21420417.csv,Team,Team
csvData24108736__4.csv,csvData8386672.csv,SLG,SLG
csvData24108736__4.csv,csvData16773669__3.csv,SLG,SLG
csvData24108736__4.csv,csvData14440858.csv,SLG,SLG
csvData24108736__4.csv,csvData2404013__6.csv,SLG,SLG
csvData24108736__4.csv,csvData1451552.csv,SLG,SLG
csvData24108736__4.csv,csvData2720747.csv,SLG,SLG
csvData24108736__4.csv,csvData15460876.csv,SLG,SLG
csvData24108736__4.csv,csvData14178319.csv,SLG,SLG
csvData24108736__4.csv,csvData16641890.csv,SLG,SLG
csvData24108736__4.csv,csvData20075499__5.csv,SLG,SLG
csvData24108736__4.csv,csvData21420417.csv,SLG,SLG
csvData24108736__4.csv,csvData15745723__5.csv,OPS,OPS
csvData24108736__4.csv,csvData21286196__7.csv,OPS,OPS
csvData24108736__4.csv,csvData13638124__3.csv,OPS,OPS
csvData24108736__4.csv,csvData20018297.csv,OPS,OPS
csvData24108736__4.csv,csvData1682484.csv,OPS,OPS
csvData24108736__4.csv,csvData1643145.csv,OPS,OPS
csvData24108736__4.csv,csvData2877720__3.csv,OPS,OPS
csvData29453038__13.csv,csvData15745723__5.csv,GIDP,GIDP
csvData29453038__13.csv,csvData13638124__3.csv,GIDP,GIDP
csvData29453038__13.csv,csvData6393240.csv,GIDP,GIDP
csvData29453038__13.csv,csvData20018297.csv,GIDP,GIDP
csvData29453038__13.csv,csvData10027553__2.csv,GIDP,GIDP
csvData29453038__13.csv,csvData27987124__1.csv,GIDP,GIDP
csvData29453038__13.csv,csvData398599.csv,GIDP,GIDP
csvData29453038__13.csv,csvData13292203__5.csv,GIDP,GIDP
csvData27987124__1.csv,csvData8386672.csv,SLG,SLG
csvData27987124__1.csv,csvData16773669__3.csv,SLG,SLG
csvData27987124__1.csv,csvData14440858.csv,SLG,SLG
csvData27987124__1.csv,csvData2404013__6.csv,SLG,SLG
csvData27987124__1.csv,csvData1451552.csv,SLG,SLG
csvData27987124__1.csv,csvData2720747.csv,SLG,SLG
csvData27987124__1.csv,csvData15460876.csv,SLG,SLG
csvData27987124__1.csv,csvData14178319.csv,SLG,SLG
csvData27987124__1.csv,csvData16641890.csv,SLG,SLG
csvData27987124__1.csv,csvData29550739.csv,AVG,AVG
csvData27987124__1.csv,csvData8386672.csv,AVG,AVG
csvData27987124__1.csv,csvData14440858.csv,AVG,AVG
csvData27987124__1.csv,csvData2720747.csv,AVG,AVG
csvData27987124__1.csv,csvData15460876.csv,AVG,AVG
csvData27987124__1.csv,csvData14178319.csv,AVG,AVG
csvData27987124__1.csv,csvData16641890.csv,AVG,AVG
csvData27987124__1.csv,csvData19553885__1.csv,AVG,AVG
csvData27987124__1.csv,csvData21420417.csv,AVG,AVG
csvData27987124__1.csv,csvData29346752__7.csv,AVG,AVG
csvData27987124__1.csv,csvData15745723__5.csv,GIDP,GIDP
csvData27987124__1.csv,csvData13638124__3.csv,GIDP,GIDP
csvData27987124__1.csv,csvData6393240.csv,GIDP,GIDP
csvData27987124__1.csv,csvData20018297.csv,GIDP,GIDP
csvData27987124__1.csv,csvData10027553__2.csv,GIDP,GIDP
csvData27987124__1.csv,csvData27987124__1.csv,GIDP,GIDP
csvData27987124__1.csv,csvData398599.csv,GIDP,GIDP
csvData26162088__2.csv,csvData1229024.csv,TRB%,TRB%
csvData26162088__2.csv,csvData25582983.csv,TRB%,TRB%
csvData26162088__2.csv,csvData19671612.csv,TRB%,TRB%
csvData26162088__2.csv,csvData28510578.csv,TRB%,TRB%
csvData26162088__2.csv,csvData15612427.csv,TRB%,TRB%
csvData26162088__2.csv,csvData26655046__0.csv,TRB%,TRB%
csvData26162088__2.csv,csvData28140999.csv,TRB%,TRB%
csvData26162088__2.csv,csvData27076882.csv,TRB%,TRB%
csvData26162088__2.csv,csvData7410840.csv,TRB%,TRB%
csvData26162088__2.csv,csvData18680983.csv,TRB%,TRB%
csvData16984008__2.csv,csvData1229024.csv,STL%,STL%
csvData16984008__2.csv,csvData25582983.csv,STL%,STL%
csvData16984008__2.csv,csvData19671612.csv,STL%,STL%
csvData16984008__2.csv,csvData25322806__3.csv,STL%,STL%
csvData16984008__2.csv,csvData28510578.csv,STL%,STL%
csvData16984008__2.csv,csvData15612427.csv,STL%,STL%
csvData16984008__2.csv,csvData25441565__3.csv,STL%,STL%
csvData16984008__2.csv,csvData28140999.csv,STL%,STL%
csvData16984008__2.csv,csvData27076882.csv,STL%,STL%
csvData16984008__2.csv,csvData14248779__1.csv,STL%,STL%
csvData16984008__2.csv,csvData7410840.csv,STL%,STL%
csvData16984008__2.csv,csvData1229024.csv,DRtg,DRtg
csvData16984008__2.csv,csvData25582983.csv,DRtg,DRtg
csvData16984008__2.csv,csvData19671612.csv,DRtg,DRtg
csvData16984008__2.csv,csvData28510578.csv,DRtg,DRtg
csvData16984008__2.csv,csvData15612427.csv,DRtg,DRtg
csvData16984008__2.csv,csvData25441565__3.csv,DRtg,DRtg
csvData16984008__2.csv,csvData28140999.csv,DRtg,DRtg
csvData16984008__2.csv,csvData19970342__2.csv,DRtg,DRtg
csvData13638124__8.csv,csvData27788332.csv,Player,Player
csvData13638124__8.csv,csvData13257636.csv,Player,Player
csvData13638124__8.csv,csvData20535739__15.csv,Player,Player
csvData13638124__8.csv,csvData8366502.csv,Player,Player
csvData13638124__8.csv,csvData29346752__7.csv,Player,Player
csvData13638124__8.csv,csvData7569802.csv,Player,Player
csvData919002__0.csv,csvData1229024.csv,BLK%,BLK%
csvData919002__0.csv,csvData25582983.csv,BLK%,BLK%
csvData919002__0.csv,csvData19671612.csv,BLK%,BLK%
csvData919002__0.csv,csvData28510578.csv,BLK%,BLK%
csvData919002__0.csv,csvData15612427.csv,BLK%,BLK%
csvData919002__0.csv,csvData28140999.csv,BLK%,BLK%
csvData919002__0.csv,csvData19970342__2.csv,BLK%,BLK%
csvData919002__0.csv,csvData27076882.csv,BLK%,BLK%
csvData919002__0.csv,csvData7410840.csv,BLK%,BLK%
csvData919002__0.csv,csvData22418917__5.csv,BLK%,BLK%
csvData919002__0.csv,csvData18680983.csv,BLK%,BLK%
csvData6444295__5.csv,csvData27788332.csv,Player,Player
csvData6444295__5.csv,csvData13257636.csv,Player,Player
csvData6444295__5.csv,csvData20535739__15.csv,Player,Player
csvData6444295__5.csv,csvData8366502.csv,Player,Player
csvData6444295__5.csv,csvData29346752__7.csv,Player,Player
csvData6444295__5.csv,csvData7569802.csv,Player,Player
csvData6444295__5.csv,csvData16736013.csv,Player,Player
csvData6444295__5.csv,csvData2404013.csv,Player,Player
csvData6444295__5.csv,csvData14833792__0.csv,Player,Player
csvData6444295__5.csv,csvData17302070__4.csv,Player,Player
csvData6444295__5.csv,csvData22490883.csv,Player,Player
csvData6444295__5.csv,csvData17024459.csv,MPG,MPG
csvData6444295__5.csv,csvData24471396.csv,MPG,MPG
csvData6444295__5.csv,csvData12976003__0.csv,MPG,MPG
csvData6444295__5.csv,csvData5342501.csv,MPG,MPG
csvData6444295__5.csv,csvData27517601.csv,MPG,MPG
csvData6444295__5.csv,csvData5814553.csv,MPG,MPG
csvData6444295__5.csv,csvData9925714.csv,MPG,MPG
csvData6444295__5.csv,csvData7434868__2.csv,MPG,MPG
csvData6444295__5.csv,csvData8705908.csv,MPG,MPG
csvData6444295__5.csv,csvData25247178.csv,MPG,MPG
csvData6444295__5.csv,csvData28129289.csv,MPG,MPG
csvData16984008__0.csv,csvData1229024.csv,TS%,TS%
csvData16984008__0.csv,csvData25582983.csv,TS%,TS%
csvData16984008__0.csv,csvData19671612.csv,TS%,TS%
csvData16984008__0.csv,csvData28510578.csv,TS%,TS%
csvData16984008__0.csv,csvData15612427.csv,TS%,TS%
csvData16984008__0.csv,csvData26655046__0.csv,TS%,TS%
csvData16984008__0.csv,csvData28140999.csv,TS%,TS%
csvData16984008__0.csv,csvData19970342__2.csv,TS%,TS%
csvData16984008__0.csv,csvData27076882.csv,TS%,TS%
csvData29383799__1.csv,csvData29550739.csv,Team,Team
csvData29383799__1.csv,csvData8908880.csv,Team,Team
csvData29383799__1.csv,csvData11184794.csv,Team,Team
csvData29383799__1.csv,csvData9739809__1.csv,Team,Team
csvData29383799__1.csv,csvData20535739__15.csv,Team,Team
csvData29383799__1.csv,csvData12703809.csv,Team,Team
csvData29383799__1.csv,csvData8366502.csv,Team,Team
csvData29383799__1.csv,csvData16641890.csv,Team,Team
csvData29383799__1.csv,csvData20075499__5.csv,Team,Team
csvData23141915__0.csv,csvData29550739.csv,Age,Age
csvData23141915__0.csv,csvData7738018.csv,Age,Age
csvData23141915__0.csv,csvData13257636.csv,Age,Age
csvData23141915__0.csv,csvData8963593.csv,Age,Age
csvData23141915__0.csv,csvData3183070.csv,Age,Age
csvData23141915__0.csv,csvData24958008.csv,Age,Age
csvData23141915__0.csv,csvData3577145.csv,Age,Age
csvData23141915__0.csv,csvData1229024.csv,ORtg,ORtg
csvData23141915__0.csv,csvData25582983.csv,ORtg,ORtg
csvData23141915__0.csv,csvData19671612.csv,ORtg,ORtg
csvData23141915__0.csv,csvData28510578.csv,ORtg,ORtg
csvData23141915__0.csv,csvData15612427.csv,ORtg,ORtg
csvData23141915__0.csv,csvData26655046__0.csv,ORtg,ORtg
csvData18493125__15.csv,csvData27788332.csv,Player,Player
csvData18493125__15.csv,csvData13257636.csv,Player,Player
csvData18493125__15.csv,csvData20535739__15.csv,Player,Player
csvData18493125__15.csv,csvData8366502.csv,Player,Player
csvData18493125__15.csv,csvData29346752__7.csv,Player,Player
csvData18493125__15.csv,csvData7569802.csv,Player,Player
csvData18493125__15.csv,csvData16736013.csv,Player,Player
csvData18493125__15.csv,csvData2404013.csv,Player,Player
csvData18493125__15.csv,csvData14833792__0.csv,Player,Player
csvData18493125__15.csv,csvData17302070__4.csv,Player,Player
csvData18493125__15.csv,csvData22490883.csv,Player,Player
csvData4676916__12.csv,csvData8386672.csv,RBI,RBI
csvData4676916__12.csv,csvData16773669__3.csv,RBI,RBI
csvData4676916__12.csv,csvData1451552.csv,RBI,RBI
csvData4676916__12.csv,csvData2720747.csv,RBI,RBI
csvData4676916__12.csv,csvData15460876.csv,RBI,RBI
csvData4676916__12.csv,csvData14178319.csv,RBI,RBI
csvData1444875__15.csv,csvData29550739.csv,Team,Team
csvData1444875__15.csv,csvData8908880.csv,Team,Team
csvData1444875__15.csv,csvData11184794.csv,Team,Team
csvData1444875__15.csv,csvData9739809__1.csv,Team,Team
csvData1444875__15.csv,csvData20535739__15.csv,Team,Team
csvData1444875__15.csv,csvData12703809.csv,Team,Team
csvData1444875__15.csv,csvData8366502.csv,Team,Team
csvData1444875__15.csv,csvData16641890.csv,Team,Team
csvData1444875__15.csv,csvData20075499__5.csv,Team,Team
csvData1444875__15.csv,csvData145308.csv,Team,Team
csvData1444875__15.csv,csvData8386672.csv,SLG,SLG
csvData1444875__15.csv,csvData16773669__3.csv,SLG,SLG
csvData1444875__15.csv,csvData14440858.csv,SLG,SLG
csvData1444875__15.csv,csvData2404013__6.csv,SLG,SLG
csvData1444875__15.csv,csvData1451552.csv,SLG,SLG
csvData1444875__15.csv,csvData2720747.csv,SLG,SLG
csvData1444875__15.csv,csvData15460876.csv,SLG,SLG
csvData1444875__15.csv,csvData14178319.csv,SLG,SLG
csvData11284975__1.csv,csvData1229024.csv,TRB%,TRB%
csvData11284975__1.csv,csvData25582983.csv,TRB%,TRB%
csvData11284975__1.csv,csvData19671612.csv,TRB%,TRB%
