query_table,candidate_table,query_column,candidate_column
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__2.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__1.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000037101__16.csv,USA_CSV0000000000034882__28.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__21.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000037101__16.csv,USA_CSV0000000000034882__14.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000037101__16.csv,USA_CSV0000000000034882__15.csv,STD_VOLUME_GROUP,STD_VOLUME_GROUP
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__0.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__5.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__19.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__29.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__18.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__20.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__21.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000034882__19.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__16.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__15.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000034882__22.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__14.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__24.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__4.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__1.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__2.csv,ROUTE_SIGNING,ROUTE_SIGNING
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__19.csv,TYPE_TERRAIN,TYPE_TERRAIN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__18.csv,TYPE_TERRAIN,TYPE_TERRAIN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__20.csv,TYPE_TERRAIN,TYPE_TERRAIN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__3.csv,TYPE_TERRAIN,TYPE_TERRAIN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__2.csv,TYPE_TERRAIN,TYPE_TERRAIN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__1.csv,TYPE_TERRAIN,TYPE_TERRAIN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__21.csv,TYPE_TERRAIN,TYPE_TERRAIN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101.csv,TYPE_TERRAIN,TYPE_TERRAIN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__16.csv,TYPE_TERRAIN,TYPE_TERRAIN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__31.csv,TYPE_TERRAIN,TYPE_TERRAIN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__15.csv,TYPE_TERRAIN,TYPE_TERRAIN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__0.csv,TYPE_TERRAIN,TYPE_TERRAIN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__32.csv,TYPE_TERRAIN,TYPE_TERRAIN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__14.csv,TYPE_TERRAIN,TYPE_TERRAIN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__19.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__18.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__20.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__24.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__21.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000034882__14.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000034882__15.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__16.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000034882__4.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__28.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__15.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__14.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__13.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000034882__12.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000034882__16.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__26.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__29.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000034882__1.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__17.csv,SHOULDER_WIDTH_R,SHOULDER_WIDTH_R
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__33.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__19.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__34.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__18.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__20.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__24.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__31.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__21.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000034882__19.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__16.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__28.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000034882__22.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__15.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__14.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__13.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__26.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__29.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__17.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000034882__21.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000034882.csv,RURAL_URBAN,RURAL_URBAN
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__9.csv,COUNTY_CODE,COUNTY_CODE
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__33.csv,COUNTY_CODE,COUNTY_CODE
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__19.csv,COUNTY_CODE,COUNTY_CODE
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__34.csv,COUNTY_CODE,COUNTY_CODE
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__20.csv,COUNTY_CODE,COUNTY_CODE
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__18.csv,COUNTY_CODE,COUNTY_CODE
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__20.csv,COUNTY_CODE,COUNTY_CODE
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__3.csv,COUNTY_CODE,COUNTY_CODE
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__24.csv,COUNTY_CODE,COUNTY_CODE
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__2.csv,COUNTY_CODE,COUNTY_CODE
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__1.csv,COUNTY_CODE,COUNTY_CODE
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__19.csv,FUT_AADT_YEAR,FUT_AADT_YEAR
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__20.csv,FUT_AADT_YEAR,FUT_AADT_YEAR
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__18.csv,FUT_AADT_YEAR,FUT_AADT_YEAR
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__20.csv,FUT_AADT_YEAR,FUT_AADT_YEAR
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__3.csv,FUT_AADT_YEAR,FUT_AADT_YEAR
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__24.csv,FUT_AADT_YEAR,FUT_AADT_YEAR
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__2.csv,FUT_AADT_YEAR,FUT_AADT_YEAR
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__1.csv,FUT_AADT_YEAR,FUT_AADT_YEAR
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__21.csv,FUT_AADT_YEAR,FUT_AADT_YEAR
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101.csv,FUT_AADT_YEAR,FUT_AADT_YEAR
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__16.csv,FUT_AADT_YEAR,FUT_AADT_YEAR
USA_CSV0000000000037101__16.csv,USA_CSV0000000000033847__28.csv,FUT_AADT_YEAR,FUT_AADT_YEAR
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__0.csv,FUT_AADT_YEAR,FUT_AADT_YEAR
USA_CSV0000000000037101__16.csv,USA_CSV0000000000037101__15.csv,FUT_AADT_YEAR,FUT_AADT_YEAR
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__9.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__0.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__33.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__5.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__34.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__11.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__10.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__26.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__24.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__31.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__28.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__8.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__28.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__24.csv,HORZ_ALIGN,HORZ_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__10.csv,VERT_ALIGN,VERT_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__0.csv,VERT_ALIGN,VERT_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__33.csv,VERT_ALIGN,VERT_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__5.csv,VERT_ALIGN,VERT_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__19.csv,VERT_ALIGN,VERT_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__34.csv,VERT_ALIGN,VERT_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__29.csv,VERT_ALIGN,VERT_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__18.csv,VERT_ALIGN,VERT_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__20.csv,VERT_ALIGN,VERT_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__10.csv,VERT_ALIGN,VERT_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__3.csv,VERT_ALIGN,VERT_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__26.csv,VERT_ALIGN,VERT_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__24.csv,VERT_ALIGN,VERT_ALIGN
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__10.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__0.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__5.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__19.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__26.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__18.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__20.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__6.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__28.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__21.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__19.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__22.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__24.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__11.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__4.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__1.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__9.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__2.csv,SPECIAL_SYSTEMS,SPECIAL_SYSTEMS
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__9.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__0.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__5.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__26.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__20.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__3.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__2.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__1.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__28.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__0.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__24.csv,TURN_LANES_L,TURN_LANES_L
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__9.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__0.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__33.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__5.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__34.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__11.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__10.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__26.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__24.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__31.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__28.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__31.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__4.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000037101__8.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000033847__28.csv,YEAR_RECORD,YEAR_RECORD
USA_CSV0000000000033847__5.csv,USA_CSV0000000000034882__24.csv,YEAR_RECORD,YEAR_RECORD
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__18.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__30.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__14.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000007396__6.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__13.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__11.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000007396__7.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000007396__11.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__31.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__3.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__18.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__22.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__15.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__12.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000007396__14.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__35.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__34.csv,Pre-Op Q Anxiety,Pre-Op Q Anxiety
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__30.csv,Revision Flag,Revision Flag
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__14.csv,Revision Flag,Revision Flag
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__15.csv,Revision Flag,Revision Flag
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__13.csv,Revision Flag,Revision Flag
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__11.csv,Revision Flag,Revision Flag
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__6.csv,Revision Flag,Revision Flag
UK_CSV0000000000003896__0.csv,UK_CSV0000000000007396__11.csv,Revision Flag,Revision Flag
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__31.csv,Revision Flag,Revision Flag
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__13.csv,Revision Flag,Revision Flag
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__3.csv,Revision Flag,Revision Flag
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__18.csv,Revision Flag,Revision Flag
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__30.csv,Provider Code,Provider Code
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__14.csv,Provider Code,Provider Code
UK_CSV0000000000003896__0.csv,UK_CSV0000000000005854__28.csv,Provider Code,Provider Code
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__13.csv,Provider Code,Provider Code
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__11.csv,Provider Code,Provider Code
UK_CSV0000000000003896__0.csv,UK_CSV0000000000007396__16.csv,Provider Code,Provider Code
UK_CSV0000000000003896__0.csv,UK_CSV0000000000002010__6.csv,Provider Code,Provider Code
UK_CSV0000000000003896__0.csv,UK_CSV0000000000002010__24.csv,Provider Code,Provider Code
UK_CSV0000000000003896__0.csv,UK_CSV0000000000002010__7.csv,Provider Code,Provider Code
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__6.csv,Provider Code,Provider Code
UK_CSV0000000000003896__0.csv,UK_CSV0000000000005854__24.csv,Provider Code,Provider Code
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__31.csv,Provider Code,Provider Code
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__23.csv,Pre-Op Q Discomfort,Pre-Op Q Discomfort
UK_CSV0000000000003896__0.csv,UK_CSV0000000000007396__6.csv,Pre-Op Q Discomfort,Pre-Op Q Discomfort
UK_CSV0000000000003896__0.csv,UK_CSV0000000000007396__7.csv,Pre-Op Q Discomfort,Pre-Op Q Discomfort
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__3.csv,Pre-Op Q Discomfort,Pre-Op Q Discomfort
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896.csv,Pre-Op Q Discomfort,Pre-Op Q Discomfort
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__22.csv,Pre-Op Q Discomfort,Pre-Op Q Discomfort
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__21.csv,Pre-Op Q Discomfort,Pre-Op Q Discomfort
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__2.csv,Pre-Op Q Discomfort,Pre-Op Q Discomfort
UK_CSV0000000000003896__0.csv,UK_CSV0000000000007396__5.csv,Pre-Op Q Discomfort,Pre-Op Q Discomfort
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__20.csv,Pre-Op Q Discomfort,Pre-Op Q Discomfort
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__24.csv,Pre-Op Q Discomfort,Pre-Op Q Discomfort
UK_CSV0000000000003896__0.csv,UK_CSV0000000000007396__9.csv,Pre-Op Q Discomfort,Pre-Op Q Discomfort
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__1.csv,Pre-Op Q Discomfort,Pre-Op Q Discomfort
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__4.csv,Pre-Op Q Discomfort,Pre-Op Q Discomfort
UK_CSV0000000000003896__0.csv,UK_CSV0000000000006676__1.csv,Post-Op Q Self-Care,Post-Op Q Self-Care
UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__8.csv,Post-Op Q Self-Care,Post-Op Q Self-Care
