source,compare,coluna,tipo
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,shouldertype,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,numberclassacurves,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,samplesubdivision,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,numberofatgradeintersectionsothernocontrols,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,numberclasscgrades,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,lengthclassfcurves,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,directionalfactor,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,numberclassdgrades,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,pavementsection,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,drainageadequacy,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,numberofatgradeintersectionsstopsigns,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,lengthclassdcurves,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,speedlimit,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,typicalpercentgreentime,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,concretejointspacing,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,numberclasslcurves,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,lengthclassfgrades,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,typeofbase,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,numberclassfgrades,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,lengthclassacurves,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,numberclassbgrades,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,numberclassecurves,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,percentpassingsightdistance,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,iswideningfeasible,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,lanewidth,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,typeofterrain,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,lengthclassmcurves,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,sectionidentification,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,lengthclassecurves,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,aadt,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,typeofsubgrade,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,numberclassgcurves,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,volumeserviceflowratio,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,numberclasshcurves,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,numberclassjcurves,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,weighteddesignspeed,diferente
USA_CSV0000000000035902__15.csv,USA_CSV0000000000035902__6.csv,numberclassdcurves,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,kfactor,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,countycode,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,survd,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,vsf,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,yearrecord,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,peakparking,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,sectionid,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,lrsid,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,interroutenumber,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,toll,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,typefacility,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,issample,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,survh,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,curvese,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,sampleid,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,ruralurban,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,medianwidth,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,typesignal,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,survc,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,unbuiltfacility,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,survi,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,hov,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,throughlanes,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,gradesa,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,truckroute,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,ownership,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,urbancode,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,accesscontrol,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,isgrouped,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,turnlanesr,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,shoulderwidthr,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,curvesc,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,survg,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,psr,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,horzalign,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,speedlimit,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,stdvolumegroup,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,beginlrs,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,fsystem,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,peakcapacity,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,atgradesignal,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,peaklanes,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,lanewidth,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,snd,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,gradesb,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,surve,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,atgradesigns,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,aadt,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,samplingtech,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,atgradeother,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,pavementtype,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,gradese,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,shoulderwidthl,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,turnlanesl,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,percsingleunit,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,routenumber,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,segmentlength,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__7.csv,widefeas,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,kfactor,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,countycode,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,survd,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,vsf,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,yearrecord,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,peakparking,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,sectionid,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,lrsid,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,interroutenumber,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,toll,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,typefacility,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,issample,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,survh,match
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,curvese,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,sampleid,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,ruralurban,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,medianwidth,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,typesignal,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,survc,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,unbuiltfacility,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,survi,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,hov,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,throughlanes,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,gradesa,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,truckroute,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,ownership,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,urbancode,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,accesscontrol,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,isgrouped,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,turnlanesr,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,shoulderwidthr,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,curvesc,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,survg,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,psr,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,horzalign,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,speedlimit,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,stdvolumegroup,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,beginlrs,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,fsystem,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,peakcapacity,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,sectionlength,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,peaklanes,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,atgradesignal,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,lanewidth,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,snd,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,gradesb,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,surve,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,atgradesigns,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,aadt,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,samplingtech,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,atgradeother,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,pavementtype,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,gradese,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,shoulderwidthl,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,turnlanesl,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,percsingleunit,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,routenumber,diferente
USA_CSV0000000000033847__17.csv,USA_CSV0000000000033847__6.csv,widefeas,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,vertalign,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,kfactor,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,psr,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,horzalign,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,designspeed,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,survd,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,aadt,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,yearrecord,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,gradesc,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,pavementtype,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,lrsid,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,dirfactor,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,typefacility,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,widefeas,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,sampleid,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,ruralurban,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,iri,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,medianwidth,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,endlrs,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,unbuiltfacility,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,donutexpfactor,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,survi,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,percsight,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,donutvolumegroup,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,hov,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,percgreen,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,throughlanes,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,gradesa,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,perccombination,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,countycode,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,truckroute,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,ownership,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,accesscontrol,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,isgrouped,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,shoulderwidthr,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,curvesc,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,sectionid,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,interroutenumber,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,avgsingleunit,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,futaadt,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,gradesd,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,stdvolumegroup,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,futaadtyear,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,yearsurfimprov,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,sectionlength,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,toll,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,lanewidth,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,specialsystems,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,gradesb,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,avgcombination,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,surve,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,survf,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,gradese,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,shoulderwidthl,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,survb,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,gfsystem,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,isdonut,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__26.csv,turnlanesl,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,vertalign,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,kfactor,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,psr,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,horzalign,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,designspeed,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,survd,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,aadt,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,yearrecord,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,gradesc,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,pavementtype,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,lrsid,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,dirfactor,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,typefacility,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,widefeas,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,sampleid,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,ruralurban,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,iri,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,medianwidth,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,endlrs,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,unbuiltfacility,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,donutexpfactor,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,survi,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,percsight,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,donutvolumegroup,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,hov,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,percgreen,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,throughlanes,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,gradesa,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,perccombination,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,countycode,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,truckroute,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,ownership,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,accesscontrol,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,isgrouped,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,shoulderwidthr,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,curvesc,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,sectionid,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,interroutenumber,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,avgsingleunit,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,futaadt,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,gradesd,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,stdvolumegroup,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,futaadtyear,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,yearsurfimprov,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,sectionlength,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,toll,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,lanewidth,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,specialsystems,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,gradesb,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,avgcombination,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,surve,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,survf,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,gradese,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,shoulderwidthl,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,survb,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,gfsystem,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,isdonut,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000033847__29.csv,turnlanesl,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,vertalign,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,psr,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,designspeed,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,avgcombination,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,accesscontrol,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,survd,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,unbuiltfacility,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,stdvolumegroup,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,survf,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,aadt,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,yearrecord,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,gradesc,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,pavementtype,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,lanewidth,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,throughlanes,match
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,curvese,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,medianwidth,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,donutexpfactor,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,routequalifier,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,survi,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,donutvolumegroup,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,lrsid,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,dirfactor,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,percgreen,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,climatezone,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,kfactor,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,nonattcode,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,ismetric,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,truckroute,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,curvesa,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,vsf,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,isgrouped,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,turnlanesr,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,shoulderwidthr,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,curvesc,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,interroutenumber,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,futaadt,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,survg,diferente
USA_CSV0000000000034882__29.csv,USA_CSV0000000000034882__1.csv,gradesd,diferente
