source,compare,col_iguais,col_diferentes,col_dificuldade
CAN_CSV0000000000001780__12.csv,CAN_CSV0000000000001759__13.csv,3,23,0.8846153846153846
CAN_CSV0000000000001780__12.csv,CAN_CSV0000000000001759__15.csv,3,23,0.8846153846153846
CAN_CSV0000000000001780__12.csv,CAN_CSV0000000000001759__14.csv,3,23,0.8846153846153846
CAN_CSV0000000000001337__0.csv,CAN_CSV0000000000001337__3.csv,3,6,0.6666666666666666
CAN_CSV0000000000001337__0.csv,CAN_CSV0000000000001337__7.csv,2,3,0.6
CAN_CSV0000000000001337__0.csv,CAN_CSV0000000000001337__5.csv,3,6,0.6666666666666666
CAN_CSV0000000000001337__0.csv,CAN_CSV0000000000001337__6.csv,2,3,0.6
CAN_CSV0000000000001337__0.csv,CAN_CSV0000000000001337__4.csv,2,8,0.8
CAN_CSV0000000000001470__8.csv,CAN_CSV0000000000001470__1.csv,4,11,0.7333333333333333
CAN_CSV0000000000001470__8.csv,CAN_CSV0000000000001470__13.csv,3,12,0.8
CAN_CSV0000000000001470__8.csv,CAN_CSV0000000000001470__2.csv,4,11,0.7333333333333333
CAN_CSV0000000000001470__8.csv,CAN_CSV0000000000001470__14.csv,3,12,0.8
CAN_CSV0000000000001470__8.csv,CAN_CSV0000000000001471__8.csv,3,7,0.7
CAN_CSV0000000000001470__8.csv,CAN_CSV0000000000001470__3.csv,4,11,0.7333333333333333
CAN_CSV0000000000001470__8.csv,CAN_CSV0000000000001470__12.csv,3,12,0.8
CAN_CSV0000000000001470__8.csv,CAN_CSV0000000000001471__11.csv,3,7,0.7
CAN_CSV0000000000001470__8.csv,CAN_CSV0000000000001471__10.csv,3,7,0.7
CAN_CSV0000000000001470__8.csv,CAN_CSV0000000000001470__0.csv,4,11,0.7333333333333333
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027353__12.csv,6,19,0.76
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027353__10.csv,6,19,0.76
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027353__14.csv,6,19,0.76
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027354__3.csv,5,17,0.7727272727272727
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027354__1.csv,5,17,0.7727272727272727
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027354__0.csv,5,17,0.7727272727272727
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027354__4.csv,5,17,0.7727272727272727
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027353__13.csv,6,19,0.76
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027353__11.csv,6,19,0.76
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027354__2.csv,5,17,0.7727272727272727
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027354.csv,11,43,0.7962962962962963
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027349__23.csv,5,24,0.8275862068965517
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027349__16.csv,5,23,0.8214285714285714
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027346.csv,11,74,0.8705882352941177
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027346__33.csv,5,42,0.8936170212765957
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000001487__25.csv,4,37,0.9024390243902439
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027347.csv,11,42,0.7924528301886793
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027350.csv,11,42,0.7924528301886793
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000001487__18.csv,2,35,0.9459459459459459
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000001487__28.csv,4,37,0.9024390243902439
CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027349__18.csv,5,23,0.8214285714285714
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027346__33.csv,7,41,0.8541666666666666
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027353__10.csv,2,30,0.9375
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000001487__9.csv,10,35,0.7777777777777778
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027354__22.csv,4,21,0.84
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027347.csv,9,49,0.8448275862068966
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027350.csv,9,49,0.8448275862068966
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027353__2.csv,5,27,0.84375
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027353__11.csv,2,30,0.9375
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000026622.csv,9,50,0.847457627118644
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027354__21.csv,4,21,0.84
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027354__24.csv,4,21,0.84
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000001487__8.csv,10,35,0.7777777777777778
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027353__0.csv,5,27,0.84375
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027346__34.csv,7,41,0.8541666666666666
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027349.csv,9,49,0.8448275862068966
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027349__23.csv,4,29,0.8787878787878788
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027349__16.csv,4,28,0.875
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027349__20.csv,4,29,0.8787878787878788
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000001487__25.csv,7,34,0.8292682926829268
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027346__24.csv,2,21,0.9130434782608695
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027349__21.csv,4,29,0.8787878787878788
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027354__19.csv,2,16,0.8888888888888888
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027349__10.csv,4,22,0.8461538461538461
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027354__15.csv,2,16,0.8888888888888888
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000001487__18.csv,3,36,0.9230769230769231
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027353__15.csv,2,20,0.9090909090909091
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027349__13.csv,4,22,0.8461538461538461
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027353__17.csv,2,20,0.9090909090909091
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027355__21.csv,4,21,0.84
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027355__11.csv,1,26,0.9629629629629629
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027349__18.csv,4,28,0.875
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027346__25.csv,2,21,0.9130434782608695
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000027349__4.csv,4,30,0.8823529411764706
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000001487__28.csv,7,34,0.8292682926829268
CAN_CSV0000000000001487__35.csv,CAN_CSV0000000000001487__26.csv,7,34,0.8292682926829268
CAN_CSV0000000000002115__35.csv,CAN_CSV0000000000001971__10.csv,20,37,0.6491228070175439
CAN_CSV0000000000002115__35.csv,CAN_CSV0000000000002115__26.csv,16,41,0.7192982456140351
CAN_CSV0000000000002115__35.csv,CAN_CSV0000000000001735__13.csv,21,34,0.6181818181818182
CAN_CSV0000000000002115__35.csv,CAN_CSV0000000000001735__27.csv,11,37,0.7708333333333334
CAN_CSV0000000000002115__35.csv,CAN_CSV0000000000001735__25.csv,11,37,0.7708333333333334
CAN_CSV0000000000002115__35.csv,CAN_CSV0000000000001735__24.csv,11,37,0.7708333333333334
CAN_CSV0000000000002115__35.csv,CAN_CSV0000000000001971__6.csv,20,37,0.6491228070175439
CAN_CSV0000000000002115__35.csv,CAN_CSV0000000000002115__22.csv,20,39,0.6610169491525424
CAN_CSV0000000000002115__35.csv,CAN_CSV0000000000002115__21.csv,20,39,0.6610169491525424
CAN_CSV0000000000002115__35.csv,CAN_CSV0000000000002115__25.csv,16,41,0.7192982456140351
CAN_CSV0000000000002115__35.csv,CAN_CSV0000000000001971__8.csv,20,37,0.6491228070175439
CAN_CSV0000000000002115__35.csv,CAN_CSV0000000000001971__7.csv,20,37,0.6491228070175439
CAN_CSV0000000000002115__35.csv,CAN_CSV0000000000002115__24.csv,16,41,0.7192982456140351
CAN_CSV0000000000027405__0.csv,CAN_CSV0000000000001926__2.csv,1,10,0.9090909090909091
CAN_CSV0000000000027405__0.csv,CAN_CSV0000000000027405__4.csv,2,11,0.8461538461538461
CAN_CSV0000000000027405__0.csv,CAN_CSV0000000000027405__5.csv,2,11,0.8461538461538461
CAN_CSV0000000000027405__0.csv,CAN_CSV0000000000001926__3.csv,1,10,0.9090909090909091
CAN_CSV0000000000027405__0.csv,CAN_CSV0000000000027405__6.csv,2,11,0.8461538461538461
CAN_CSV0000000000027405__0.csv,CAN_CSV0000000000001926__0.csv,1,10,0.9090909090909091
CAN_CSV0000000000027405__0.csv,CAN_CSV0000000000001926__1.csv,1,10,0.9090909090909091
CAN_CSV0000000000027405__0.csv,CAN_CSV0000000000027405__7.csv,2,11,0.8461538461538461
CAN_CSV0000000000001735__1.csv,CAN_CSV0000000000002115__26.csv,14,31,0.6888888888888889
CAN_CSV0000000000001735__1.csv,CAN_CSV0000000000002115__4.csv,8,27,0.7714285714285715
CAN_CSV0000000000001735__1.csv,CAN_CSV0000000000018629.csv,1,44,0.9777777777777777
CAN_CSV0000000000001735__1.csv,CAN_CSV0000000000001735__27.csv,8,29,0.7837837837837838
CAN_CSV0000000000001735__1.csv,CAN_CSV0000000000001735__25.csv,8,29,0.7837837837837838
CAN_CSV0000000000001735__1.csv,CAN_CSV0000000000016590.csv,1,44,0.9777777777777777
CAN_CSV0000000000001735__1.csv,CAN_CSV0000000000002115__6.csv,3,27,0.9
CAN_CSV0000000000001735__1.csv,CAN_CSV0000000000001735__24.csv,8,29,0.7837837837837838
CAN_CSV0000000000001735__1.csv,CAN_CSV0000000000002115__22.csv,13,39,0.75
CAN_CSV0000000000001735__1.csv,CAN_CSV0000000000002115__21.csv,13,39,0.75
CAN_CSV0000000000001735__1.csv,CAN_CSV0000000000026770.csv,1,42,0.9767441860465116
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027346__33.csv,7,39,0.8478260869565217
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027349__23.csv,4,27,0.8709677419354839
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027349__16.csv,3,28,0.9032258064516129
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027353__10.csv,6,20,0.7692307692307693
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027349__20.csv,4,27,0.8709677419354839
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000001487__25.csv,5,36,0.8780487804878049
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027354__6.csv,3,16,0.8421052631578947
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027349__21.csv,4,27,0.8709677419354839
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027349__10.csv,3,22,0.88
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027347.csv,9,47,0.8392857142857143
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027350.csv,9,47,0.8392857142857143
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027353__2.csv,5,25,0.8333333333333334
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027355__21.csv,2,23,0.92
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027354__22.csv,4,19,0.8260869565217391
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027346__16.csv,2,24,0.9230769230769231
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027346__12.csv,3,22,0.88
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027346__17.csv,3,22,0.88
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027346__13.csv,3,22,0.88
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027346__14.csv,3,22,0.88
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027349__4.csv,1,34,0.9714285714285714
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000001487__28.csv,4,38,0.9047619047619048
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027354.csv,8,50,0.8620689655172413
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000001487__35.csv,2,24,0.9230769230769231
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000001487__33.csv,2,24,0.9230769230769231
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000001487__34.csv,2,24,0.9230769230769231
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000001487__26.csv,5,36,0.8780487804878049
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027346__34.csv,7,39,0.8478260869565217
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000001487__32.csv,2,24,0.9230769230769231
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027346__2.csv,2,17,0.8947368421052632
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000001487__9.csv,4,45,0.9183673469387755
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027346__5.csv,2,17,0.8947368421052632
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027346__24.csv,2,19,0.9047619047619048
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027346__25.csv,2,19,0.9047619047619048
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027346__23.csv,1,16,0.9411764705882353
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027346__3.csv,2,17,0.8947368421052632
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000026622.csv,9,48,0.8421052631578947
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027349__18.csv,3,28,0.9032258064516129
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027349__17.csv,3,28,0.9032258064516129
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000001487__8.csv,4,45,0.9183673469387755
CAN_CSV0000000000001487__5.csv,CAN_CSV0000000000027346__26.csv,2,19,0.9047619047619048
CAN_CSV0000000000001797__36.csv,CAN_CSV0000000000001724__8.csv,8,58,0.8787878787878788
CAN_CSV0000000000001797__36.csv,CAN_CSV0000000000001724__9.csv,8,58,0.8787878787878788
CAN_CSV0000000000001797__36.csv,CAN_CSV0000000000001787__6.csv,8,47,0.8545454545454545
CAN_CSV0000000000001797__36.csv,CAN_CSV0000000000001787__5.csv,8,47,0.8545454545454545
CAN_CSV0000000000001797__36.csv,CAN_CSV0000000000001797__10.csv,17,61,0.782051282051282
CAN_CSV0000000000001797__36.csv,CAN_CSV0000000000001724__10.csv,8,58,0.8787878787878788
CAN_CSV0000000000001797__36.csv,CAN_CSV0000000000001797__24.csv,7,44,0.8627450980392157
CAN_CSV0000000000001797__36.csv,CAN_CSV0000000000001787__0.csv,8,47,0.8545454545454545
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027346__33.csv,10,60,0.8571428571428571
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027346.csv,38,48,0.5581395348837209
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__9.csv,38,4,0.09523809523809523
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__18.csv,13,41,0.7592592592592593
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487.csv,38,48,0.5581395348837209
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__12.csv,4,42,0.9130434782608695
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027349__23.csv,11,40,0.7843137254901961
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027355__19.csv,2,39,0.9512195121951219
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027355__21.csv,7,40,0.851063829787234
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027349__20.csv,11,40,0.7843137254901961
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__25.csv,16,41,0.7192982456140351
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027349__21.csv,11,40,0.7843137254901961
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027355__17.csv,2,39,0.9512195121951219
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027347.csv,27,38,0.5846153846153846
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027350.csv,27,38,0.5846153846153846
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027353__2.csv,12,38,0.76
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027355__11.csv,7,39,0.8478260869565217
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027349__4.csv,10,43,0.8113207547169812
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__28.csv,16,41,0.7192982456140351
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__17.csv,4,42,0.9130434782608695
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__10.csv,38,4,0.09523809523809523
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__16.csv,4,42,0.9130434782608695
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__20.csv,13,41,0.7592592592592593
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__21.csv,13,41,0.7592592592592593
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027349__16.csv,11,39,0.78
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027353__10.csv,8,43,0.8431372549019608
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027349__6.csv,2,39,0.9512195121951219
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027353__20.csv,6,40,0.8695652173913043
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027353__11.csv,8,43,0.8431372549019608
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000026622.csv,27,39,0.5909090909090909
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027354.csv,26,41,0.6119402985074627
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027349__18.csv,11,39,0.78
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027349__9.csv,2,39,0.9512195121951219
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027349__17.csv,11,39,0.78
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027353__24.csv,6,40,0.8695652173913043
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027354__22.csv,8,38,0.8260869565217391
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027355__5.csv,3,38,0.926829268292683
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027354__12.csv,2,40,0.9523809523809523
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__26.csv,16,41,0.7192982456140351
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027349__1.csv,11,41,0.7884615384615384
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027355__20.csv,7,40,0.851063829787234
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027349.csv,27,38,0.5846153846153846
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027355__24.csv,7,40,0.851063829787234
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__35.csv,10,35,0.7777777777777778
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__33.csv,10,35,0.7777777777777778
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027349__10.csv,6,43,0.8775510204081632
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__34.csv,10,35,0.7777777777777778
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027349__13.csv,6,43,0.8775510204081632
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027346__24.csv,5,40,0.8888888888888888
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027346__25.csv,5,40,0.8888888888888888
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027346__26.csv,5,40,0.8888888888888888
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027353__0.csv,12,38,0.76
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027346__34.csv,10,60,0.8571428571428571
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027354__21.csv,8,38,0.8260869565217391
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027354__24.csv,8,38,0.8260869565217391
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__6.csv,38,4,0.09523809523809523
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__7.csv,38,4,0.09523809523809523
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000008201.csv,38,52,0.5777777777777777
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027353__15.csv,6,37,0.8604651162790697
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027353__17.csv,6,37,0.8604651162790697
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027346__16.csv,3,49,0.9423076923076923
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027346__17.csv,3,49,0.9423076923076923
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027346__13.csv,3,49,0.9423076923076923
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027346__14.csv,3,49,0.9423076923076923
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__29.csv,16,41,0.7192982456140351
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__24.csv,16,41,0.7192982456140351
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027346__15.csv,3,49,0.9423076923076923
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027346__2.csv,5,38,0.8837209302325582
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027346__5.csv,5,38,0.8837209302325582
CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000027346__23.csv,2,41,0.9534883720930233
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027354__22.csv,2,24,0.9230769230769231
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027346__16.csv,1,27,0.9642857142857143
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000001487__25.csv,7,33,0.825
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027346__12.csv,2,25,0.9259259259259259
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027346__17.csv,2,25,0.9259259259259259
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027349__10.csv,5,19,0.7916666666666666
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027346__13.csv,2,25,0.9259259259259259
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027346__14.csv,2,25,0.9259259259259259
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027349__4.csv,8,21,0.7241379310344828
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027346__33.csv,5,44,0.8979591836734694
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027349__23.csv,6,24,0.8
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027353__10.csv,4,25,0.8620689655172413
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027349__20.csv,6,24,0.8
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027349__21.csv,6,24,0.8
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027353__11.csv,4,25,0.8620689655172413
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027349__1.csv,10,17,0.6296296296296297
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027346__34.csv,5,44,0.8979591836734694
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000001487__2.csv,2,23,0.92
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000001487__9.csv,7,40,0.851063829787234
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027354__12.csv,2,14,0.875
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000001487__28.csv,6,35,0.8536585365853658
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000001487__8.csv,7,40,0.851063829787234
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000001487__26.csv,7,33,0.825
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000001487__10.csv,7,40,0.851063829787234
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027355__19.csv,2,13,0.8666666666666667
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027355__17.csv,2,13,0.8666666666666667
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027353__2.csv,5,26,0.8387096774193549
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027355__11.csv,2,23,0.92
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027355__16.csv,2,13,0.8666666666666667
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000001487__35.csv,4,21,0.84
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027349__16.csv,3,29,0.90625
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000001487__33.csv,4,21,0.84
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027349__18.csv,3,29,0.90625
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000001487__34.csv,4,21,0.84
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027349__13.csv,5,19,0.7916666666666666
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027346__24.csv,2,20,0.9090909090909091
CAN_CSV0000000000027355__20.csv,CAN_CSV0000000000027346__25.csv,2,20,0.9090909090909091
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__3.csv,7,26,0.7878787878787878
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000002993.csv,5,81,0.9418604651162791
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__4.csv,7,26,0.7878787878787878
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__2.csv,7,26,0.7878787878787878
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__1.csv,7,26,0.7878787878787878
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__0.csv,7,26,0.7878787878787878
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__19.csv,7,29,0.8055555555555556
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__17.csv,7,29,0.8055555555555556
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__18.csv,7,29,0.8055555555555556
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__15.csv,7,29,0.8055555555555556
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__16.csv,7,29,0.8055555555555556
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__11.csv,7,27,0.7941176470588235
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__12.csv,7,27,0.7941176470588235
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__14.csv,7,27,0.7941176470588235
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__10.csv,7,27,0.7941176470588235
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__21.csv,5,27,0.84375
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__20.csv,5,27,0.84375
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__23.csv,5,27,0.84375
CAN_CSV0000000000001313__9.csv,CAN_CSV0000000000001313__13.csv,7,27,0.7941176470588235
